,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,매출액증가율,유형자산증가율,재고자산증가율,비유동자산증가율,유동자산증가율,자기자본증가율,총자본증가율,순이익증가율,매출액총이익률,매출액순이익률,자기자본순이익률,총자본사업이익률,총자본순이익률,1주당매출액,1주당순이익,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,이자보상배율이자비용,비유동비율,유동자산구성비율,자기자본구성비율,자기자본배율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,label
1642,삼천당제약(주),250,2013-12-01,2000-10-04,,5,  의료용 물질 및 의약품 제조업,36.39,-0.05,2.31,4.75,53.37,37.63,27.28,550.82,54.15,7.26,9.95,11.99,5.47,5227.15,452.0,291.26,237.77,113.96,36.66,30.32,17.31,57.56,55.83,76.74,931.23,0.75,1.02,1.56,6.64,4.11,27.85,13.11,54.99,88.76,0.01,0.0,1.06,2.11,1.46,1.87,34723.83,22.35,71.79,325.84,33.21,60.04,39.96,21.86,0
1643,삼천당제약(주),250,2014-12-01,2000-10-04,,5,  의료용 물질 및 의약품 제조업,13.76,9.97,6.55,14.13,8.55,17.15,11.01,35.81,54.88,14.52,11.93,12.5,10.53,5648.82,595.0,354.73,290.79,124.64,39.2,23.49,37.97,56.07,54.6,80.98,1001.67,0.73,0.92,1.62,7.23,4.41,22.39,16.3,50.5,82.78,0.01,0.0,1.0,2.28,1.31,1.61,47554.31,27.57,93.94,507.76,39.99,51.54,48.46,36.3,0
1644,삼천리자전거(주),24950,2012-12-01,1995-01-04,,5,  도매 및 상품 중개업,21.38,-0.03,8.68,11.63,0.12,7.26,7.69,545.02,18.6,0.98,0.84,1.09,0.46,4226.03,44.0,163.68,152.29,34.66,17.38,80.07,19.5,99.65,44.66,55.53,991.85,0.47,0.85,0.88,15.15,2.52,28.71,12.71,24.09,144.6,0.01,0.0,0.71,0.98,1.01,1.09,9125.39,15.61,36.87,97.62,32.98,62.75,37.25,2.97,0
1645,삼천리자전거(주),24950,2013-12-01,1995-01-04,,5,  도매 및 상품 중개업,1.68,13.74,-18.42,12.12,-8.17,8.36,5.67,14.6,15.8,-12.5,-9.22,-3.13,-4.91,2362.29,-303.0,111.24,101.23,47.66,3.62,96.43,15.42,126.03,35.84,50.91,611.77,0.39,0.74,0.66,12.39,2.26,21.89,16.68,29.45,161.63,0.01,0.0,0.56,0.78,0.97,1.06,4403.14,7.56,17.4,44.42,19.22,101.18,-1.18,-65.06,0
1646,삼천리자전거(주),24950,2014-12-01,1995-01-04,,5,  도매 및 상품 중개업,10.07,22.07,2.84,7.49,48.39,9.37,18.79,15.1,17.08,4.64,4.53,0.66,2.41,2916.17,141.0,106.11,83.61,26.38,2.17,78.56,22.41,111.3,37.67,56.0,597.33,0.52,0.98,0.82,9.48,3.91,15.39,23.72,38.5,93.43,0.01,0.0,0.74,1.16,1.42,1.67,9537.26,18.0,46.54,121.76,32.91,54.77,45.23,14.08,0
1647,삼현철강(주),17480,2012-12-01,2001-01-09,,5,  1차 금속 제조업,16.47,68.42,-8.59,29.96,-12.64,4.09,3.79,-48.99,26.15,5.52,7.83,8.94,5.26,5906.19,357.0,291.47,191.88,26.99,22.82,40.13,23.2,91.44,34.75,71.36,860.6,0.95,1.42,1.5,8.21,4.38,8.96,40.76,44.44,83.26,0.01,0.27,1.67,4.11,2.63,3.87,17606.93,16.66,70.22,34151.07,17.01,38.75,61.25,32.45,0
1648,삼현철강(주),17480,2013-12-01,2001-01-09,,5,  1차 금속 제조업,-0.89,-13.19,14.99,-7.98,12.11,4.33,2.41,-11.99,28.05,6.68,9.01,9.21,6.86,6317.84,449.0,300.8,188.08,31.64,25.58,23.83,12.39,76.38,38.32,80.75,1014.16,1.03,1.35,1.62,7.81,5.51,14.23,25.66,46.72,66.3,0.01,0.0,2.1,4.43,2.81,4.38,19829.12,18.01,79.58,74815.56,17.9,44.16,55.84,37.32,0
1649,삼현철강(주),17480,2014-12-01,2001-01-09,,5,  1차 금속 제조업,-8.97,1.66,-7.38,-8.35,-2.17,6.79,-4.85,70.1,27.49,6.34,7.89,7.78,6.34,6496.8,435.0,272.08,169.33,9.03,24.25,25.2,22.76,77.2,38.34,79.87,1073.23,1.0,1.24,1.62,6.93,5.03,11.64,31.37,52.66,72.6,0.01,3.09,1.93,4.13,2.61,4.18,17825.32,15.13,72.56,304290.12,15.65,43.57,56.43,40.51,0
1650,상신이디피(주),91580,2012-12-01,2007-05-23,,5,  전기장비 제조업,-6.4,16.05,11.89,15.54,-4.58,1.02,7.49,-91.02,11.35,0.45,1.26,3.97,0.6,10138.43,46.0,77.85,44.91,13.77,-10.11,116.22,2.23,139.42,35.52,46.25,727.95,1.33,2.8,2.14,9.05,10.44,12.25,29.8,40.32,34.97,0.02,0.14,1.66,2.26,3.54,5.82,27785.78,31.26,51.58,87.16,24.26,69.99,30.01,1.86,0
1651,상신이디피(주),91580,2013-12-01,2007-05-23,,5,  전기장비 제조업,1.42,0.76,-15.99,0.76,19.48,-0.39,7.41,-2.61,12.54,0.43,1.23,4.18,0.55,10282.88,45.0,79.75,56.02,29.68,-10.04,133.13,2.28,141.02,39.51,42.89,725.14,1.26,2.83,2.02,9.45,12.3,13.5,27.04,38.63,29.67,0.02,0.12,1.48,2.12,3.35,5.2,29672.85,31.08,55.7,99.56,25.55,67.64,32.36,1.7,0
1652,상신이디피(주),91580,2014-12-01,2007-05-23,,5,  전기장비 제조업,-14.67,-3.23,-19.91,-3.05,1.74,4.27,-1.16,388.07,14.93,2.48,5.87,4.7,2.59,8774.49,217.0,84.33,64.58,41.1,-7.55,121.0,2.81,131.12,40.67,45.25,756.07,1.04,2.37,1.74,9.81,11.91,13.29,27.46,37.22,30.65,0.02,0.12,1.17,1.84,2.6,3.55,29573.61,31.34,56.83,98.13,29.84,62.64,37.36,8.31,0
1653,서암기계공업(주),100660,2012-12-01,2011-12-19,,5,  기타 기계 및 장비 제조업,-11.24,2.68,-20.73,3.43,-4.13,9.3,-1.87,-20.69,34.27,0.31,1.13,2.23,0.68,20900.8,64.0,170.12,102.6,6.46,24.4,58.93,144.98,64.84,59.2,62.92,1137.58,2.21,3.7,5.6,10.09,8.08,11.69,31.23,36.18,45.15,0.02,0.15,2.24,8.37,3.65,5.71,19991.73,20.69,74.79,6230.65,8.95,76.3,23.7,3.42,0
1654,서암기계공업(주),100660,2014-12-01,2011-12-19,,5,  기타 기계 및 장비 제조업,2.27,-3.3,11.91,-2.88,6.39,1.39,3.72,-34.57,0.0,21.21,22.71,6.75,8.66,5967.36,1286.0,131.67,131.67,74.76,17.09,162.25,44552.04,75.95,71.04,38.13,1114.61,0.41,1.07,1.41,0.0,10.02,0.0,0.0,0.0,36.44,0.03,0.1,0.33,3.87,0.57,0.57,19977.42,20.64,195.64,4362.69,50.54,30.28,69.72,41.96,0
1655,서울반도체(주),46890,2012-12-01,2002-01-17,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",14.52,-7.41,-10.68,-10.74,6.39,-0.49,-1.51,-58.74,16.9,0.81,1.15,2.91,0.8,14726.85,120.0,222.83,191.64,22.38,32.1,42.89,2.42,59.69,58.23,69.98,2070.7,0.99,1.42,2.25,11.53,4.95,16.18,22.55,31.67,73.81,0.01,3.47,1.25,4.22,1.76,2.08,116365.08,13.49,60.21,128.25,13.55,58.19,41.81,5.99,0
1656,서울반도체(주),46890,2013-12-01,2002-01-17,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",20.2,137.48,36.72,61.2,5.09,2.57,28.53,417.69,27.66,4.12,6.14,10.39,4.32,17701.07,619.0,144.61,118.28,4.22,14.69,79.05,7.65,93.81,47.61,55.85,1962.28,1.05,1.69,2.19,12.4,5.02,10.98,33.24,29.42,72.65,0.01,0.16,1.27,3.13,2.0,2.39,277172.63,25.0,62.9,94.1,26.86,35.2,64.8,15.36,0
1657,서울반도체(주),46890,2014-12-01,2002-01-17,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-8.99,20.63,32.94,16.45,-4.53,-1.53,6.46,0.0,20.19,0.07,-1.22,0.63,0.06,16110.22,-118.0,108.84,81.24,5.46,3.47,93.59,0.28,110.94,42.69,51.66,1914.11,0.82,1.53,1.49,8.39,4.35,8.85,41.22,43.5,83.85,0.01,0.26,1.01,1.83,1.82,2.33,216293.37,18.33,44.09,63.19,23.03,55.35,44.65,0.31,0
1658,서울전자통신(주),27040,2012-12-01,1999-12-03,,5,  도매 및 상품 중개업,-35.01,86.88,-37.42,29.88,-17.3,-14.52,-3.41,0.0,9.13,-7.36,-10.89,-1.37,-6.73,1891.9,-96.0,150.12,115.88,37.46,20.16,128.16,-0.67,90.36,60.4,43.83,164.17,0.91,1.96,2.66,5.2,4.31,9.18,39.75,70.14,84.61,0.01,2.97,0.88,4.31,1.4,1.91,20868.0,16.96,67.69,162.52,18.22,76.74,23.26,-40.41,0
1659,서울전자통신(주),27040,2013-12-01,1999-12-03,,5,  도매 및 상품 중개업,48.11,27.58,26.05,23.59,13.71,0.51,17.62,0.0,10.21,0.77,1.7,2.64,0.98,2802.04,12.0,152.72,114.11,37.6,20.16,167.01,0.98,111.11,58.39,37.45,118.32,1.27,3.14,3.11,8.86,7.09,21.68,16.83,41.21,51.48,0.01,0.0,1.29,4.3,2.14,2.82,27673.99,19.12,64.06,130.11,16.31,67.29,32.71,4.72,0
1660,서울전자통신(주),27040,2014-12-01,1999-12-03,,5,  도매 및 상품 중개업,-73.5,-73.77,-64.57,-46.94,-62.32,-43.87,-55.92,0.0,9.18,-75.02,-62.06,-2.75,-32.35,742.61,-342.0,162.74,124.06,58.07,19.24,109.7,-5.74,105.04,49.91,47.69,102.07,0.43,1.06,0.98,3.11,2.86,12.35,29.56,117.43,127.67,0.0,0.0,0.47,1.61,0.77,1.03,16055.69,25.17,234.56,409.49,35.71,118.56,-18.56,-210.08,0
1661,서호전기(주),65710,2012-12-01,2002-07-16,,5,  전기장비 제조업,17.3,-0.84,-13.71,2.02,-0.85,1.31,0.06,60.12,24.42,3.43,1.94,2.26,1.78,5147.42,185.0,898.59,799.17,109.72,60.12,8.94,7.03,35.25,67.64,91.8,1811.63,0.52,0.57,1.62,6.42,3.87,9.78,37.32,56.89,94.24,0.01,1.97,0.68,1.78,0.76,0.87,6061.76,11.85,40.93,0.0,22.87,91.11,8.89,14.98,0
1662,서호전기(주),65710,2013-12-01,2002-07-16,,5,  전기장비 제조업,2.94,0.41,1.37,4.45,-0.49,2.22,1.11,72.26,25.65,5.72,3.29,3.59,3.04,5298.85,321.0,1037.08,920.18,125.55,60.15,7.75,30.9,36.02,66.57,92.8,1851.57,0.53,0.57,1.61,7.08,3.86,13.64,26.76,51.55,94.64,0.01,0.0,0.72,1.84,0.79,0.89,7018.32,13.57,47.19,0.0,25.72,81.19,18.81,22.25,0
1663,서호전기(주),65710,2014-12-01,2002-07-16,,5,  전기장비 제조업,26.81,-0.27,-43.63,-0.38,20.89,3.87,13.78,58.77,24.5,6.9,5.06,5.37,4.32,6719.54,508.0,497.67,471.52,79.65,56.52,18.03,64.61,34.54,70.73,84.73,1926.67,0.63,0.71,2.01,11.41,3.68,12.84,28.42,32.0,99.22,0.01,0.45,0.79,2.33,0.91,0.99,9268.44,15.75,62.49,0.0,26.78,71.67,28.33,25.75,0
1664,성우전자(주),81580,2012-12-01,2007-10-12,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",13.5,27.95,49.09,60.27,-4.61,12.5,17.54,-43.08,12.87,4.12,7.56,5.55,5.09,7074.26,292.0,178.86,157.95,11.12,23.56,52.79,13.27,71.13,53.44,65.45,806.6,1.24,1.85,3.02,21.9,7.02,8.16,44.71,16.67,52.02,0.04,0.05,1.38,4.03,2.09,2.31,17243.63,19.08,61.27,183.33,16.7,62.66,37.34,24.7,0
1665,성우전자(주),81580,2013-12-01,2007-10-12,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",43.25,14.26,55.52,3.05,20.9,8.81,12.59,74.22,16.52,4.83,11.92,11.66,7.44,10133.92,506.0,158.58,134.72,21.08,21.2,58.09,11.11,67.37,57.39,63.25,881.38,1.54,2.4,3.46,20.51,11.69,12.11,30.13,17.8,31.23,0.05,0.05,1.74,4.8,2.77,3.21,28545.43,28.06,86.79,245.39,19.29,55.88,44.12,25.02,0
1666,성우전자(주),81580,2014-12-01,2007-10-12,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5.1,-0.58,-14.19,-5.11,9.83,13.34,3.46,41.5,17.3,6.48,15.11,10.78,9.74,10650.47,726.0,201.16,177.52,34.26,30.63,44.32,27.35,56.4,60.92,69.29,1003.21,1.5,2.27,3.68,19.06,11.08,11.86,30.77,19.15,32.95,0.05,0.05,1.63,4.74,2.54,2.93,33920.17,32.23,103.71,280.11,21.81,50.11,49.89,29.73,0
1667,성우테크론(주),45300,2012-12-01,2001-12-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3.14,-13.16,107.62,-14.03,50.84,-1.71,3.49,-98.36,7.64,0.22,0.24,0.42,0.1,3163.62,9.0,86.29,83.18,5.32,-6.25,108.87,-0.22,126.65,39.36,47.88,707.07,0.43,0.88,0.64,40.25,11.48,13.84,26.37,9.07,31.79,0.07,0.03,0.6,0.69,1.29,1.33,13562.3,26.11,46.46,133.67,61.77,68.61,31.39,0.36,0
1668,성우테크론(주),45300,2013-12-01,2001-12-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.93,34.53,-42.11,35.18,-13.48,39.25,16.03,1019.18,9.85,2.74,2.29,2.08,1.2,3380.63,97.0,83.26,81.25,14.07,-5.9,74.04,0.73,122.95,29.35,57.46,944.28,0.44,0.83,0.66,42.28,9.81,12.11,30.14,8.63,37.22,0.06,0.03,0.59,0.71,1.29,1.33,13427.89,22.28,33.95,145.94,54.64,68.19,31.81,5.01,0
1669,성우테크론(주),45300,2014-12-01,2001-12-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-5.55,-0.4,-97.19,-0.55,-11.18,-4.13,-3.67,0.0,10.96,-4.79,-3.33,1.9,-1.88,3048.0,-154.0,75.74,75.68,15.97,-8.67,74.87,0.92,127.55,27.06,57.18,863.8,0.39,0.68,0.55,105.94,9.15,11.16,32.71,3.45,39.87,0.09,0.01,0.62,0.59,1.39,1.41,11796.49,20.32,30.21,131.06,50.82,83.23,16.77,-9.43,0
1670,성호전자(주),43260,2012-12-01,2001-11-29,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-19.25,-1.65,-8.41,-2.01,-4.24,-10.97,-3.23,0.0,11.22,-4.91,-10.26,-3.04,-4.79,3622.4,-184.0,163.31,110.92,22.75,20.95,123.5,-2.23,102.71,54.04,44.74,326.57,0.98,2.09,2.14,5.47,4.4,7.86,46.46,66.68,82.9,0.01,0.49,1.09,2.46,1.8,2.67,13750.6,12.77,31.89,93.63,12.87,104.88,-4.88,-38.17,0
1671,성호전자(주),43260,2013-12-01,2001-11-29,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-18.79,5.71,-14.96,5.36,-5.89,0.01,-0.72,0.0,11.31,-4.08,-7.35,-2.22,-3.3,2941.77,-123.0,141.36,100.38,12.75,14.99,121.86,-1.33,108.2,51.23,45.07,326.62,0.81,1.8,1.71,5.02,4.08,7.43,49.1,72.64,89.55,0.01,0.6,0.93,1.96,1.54,2.21,14186.88,13.27,31.16,103.74,16.34,87.28,12.72,-24.98,0
1672,성호전자(주),43260,2014-12-01,2001-11-29,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-4.16,3.84,14.21,3.4,-9.92,-6.19,-3.42,0.0,14.94,-4.79,-8.53,-0.67,-3.79,2819.46,-139.0,119.23,75.4,12.8,7.71,128.41,-0.44,119.27,47.78,43.78,306.39,0.79,1.78,1.57,4.89,4.49,8.53,42.78,74.61,81.37,0.01,1.18,0.9,1.79,1.6,2.37,13451.06,13.03,28.44,83.9,16.17,78.41,21.59,-29.62,0
1673,세명전기공업(주),17510,2012-12-01,1991-12-26,,5,  금속가공제품 제조업; 기계 및 가구 제외,-3.9,4.49,-11.8,4.0,11.79,6.16,5.82,68.6,66.6,12.3,28.06,22.95,15.47,816810.55,17161.0,169.74,47.15,9.68,30.24,81.37,732.07,47.86,73.61,55.13,7160.16,1.26,2.28,4.77,2.37,12.9,13.26,27.54,154.26,28.29,0.01,0.5,1.08,9.46,1.71,6.15,48501.15,30.0,225.69,609.29,23.85,23.59,76.41,51.55,0
1674,세명전기공업(주),17510,2013-12-01,1991-12-26,,5,  금속가공제품 제조업; 기계 및 가구 제외,22.42,4.65,40.62,4.43,0.57,7.69,3.48,31.44,64.95,12.31,32.07,25.68,18.71,139300.68,17152.0,161.97,46.57,5.93,23.01,64.16,707.67,65.45,60.13,60.92,1244.46,1.52,2.6,4.48,3.21,17.7,24.18,15.09,113.87,20.62,0.01,0.0,1.43,6.35,2.3,8.13,67078.49,32.98,101.83,1052.65,24.18,25.16,74.84,50.92,0
1675,세명전기공업(주),17510,2014-12-01,1991-12-26,,5,  금속가공제품 제조업; 기계 및 가구 제외,-13.66,-4.24,-13.56,0.18,-1.62,1.79,-0.25,-37.95,65.56,12.62,19.6,18.6,13.58,128315.97,3085.0,293.83,139.81,99.74,45.96,32.36,404.56,40.14,69.67,75.55,1749.92,1.08,1.55,3.13,2.74,17.36,29.92,12.2,133.02,21.02,0.01,0.0,1.13,3.96,1.64,4.08,65082.58,23.99,103.08,837.93,25.47,25.81,74.19,49.53,0
1676,세종텔레콤(주),36630,2012-12-01,2000-01-04,,5,  우편 및 통신업,-26.41,-9.71,141.67,-5.72,-29.59,106.52,-14.65,0.0,0.0,-2.33,-4.91,-1.35,-3.07,3679.82,-28.0,107.29,105.36,4.28,2.1,59.99,-0.69,110.6,30.87,62.5,110.56,1.32,2.1,1.9,237.05,7.0,49.61,7.36,1.54,52.16,0.02,0.01,2.21,3.55,4.26,4.34,30478.48,17.2,47.08,158.08,13.08,70.47,29.53,-17.83,0
1677,세종텔레콤(주),36630,2013-12-01,2000-01-04,,5,  우편 및 통신업,-43.43,-18.89,-47.27,-30.87,-30.87,-27.89,-30.87,0.0,0.0,-22.84,-31.6,-5.39,-20.1,658.05,-150.0,127.35,125.6,8.01,6.63,53.38,-5.8,106.02,30.87,65.2,79.72,0.88,1.38,1.27,175.6,4.58,27.75,13.15,2.08,79.7,0.01,0.01,1.52,2.21,2.85,2.9,927.59,0.76,1.74,6.71,0.7,1846.19,-1746.19,-3246.43,0
1678,세종텔레콤(주),36630,2014-12-01,2000-01-04,,5,  우편 및 통신업,-14.45,-48.24,-49.99,-23.02,13.1,-0.01,-11.87,0.0,0.0,1.25,1.77,1.81,1.23,562.98,7.0,287.1,285.36,30.19,25.82,35.18,47.4,81.62,39.62,73.97,79.72,0.98,1.41,1.51,290.06,5.45,37.28,9.79,1.26,67.03,0.02,0.0,1.8,2.79,2.8,2.83,27680.08,25.64,100.31,285.31,24.54,60.11,39.89,5.1,0
1679,솔브레인홀딩스(주),36830,2012-12-01,2000-01-18,,5,  전문 서비스업,37.89,8.15,-24.19,11.48,9.89,48.0,10.95,950.22,23.39,11.18,26.41,21.58,14.8,40946.52,4680.0,111.75,81.78,31.72,3.45,58.2,15.81,106.25,32.84,63.21,4109.4,1.32,2.38,1.98,12.32,10.04,27.02,13.51,29.62,36.36,0.02,0.0,2.02,2.73,4.01,5.95,224160.5,42.51,91.32,282.77,33.78,41.28,58.72,33.09,0
1680,솔브레인홀딩스(주),36830,2013-12-01,2000-01-18,,5,  전문 서비스업,-4.3,22.59,-42.84,15.86,-9.19,16.47,7.64,-15.58,22.62,9.77,17.27,16.56,11.33,39187.74,3885.0,94.23,78.33,36.92,-1.7,46.2,22.12,105.69,27.71,68.4,4794.64,1.16,1.76,1.66,17.4,10.13,30.94,11.8,20.98,36.03,0.02,0.0,1.95,2.26,3.84,4.93,245129.89,43.18,95.45,308.28,38.6,52.97,47.03,25.31,0
1681,솔브레인홀딩스(주),36830,2014-12-01,2000-01-18,,5,  전문 서비스업,-15.2,-3.08,-10.8,-2.52,10.79,8.69,1.17,-38.84,18.15,6.76,9.38,8.87,6.38,32736.67,2364.0,121.04,104.59,60.01,5.27,36.08,13.91,94.79,30.34,73.48,5153.85,0.94,1.33,1.33,21.45,10.1,34.5,10.58,17.02,36.16,0.02,0.0,1.68,1.77,3.25,3.83,198426.84,34.55,68.67,211.25,36.84,52.97,47.03,18.36,0
1682,시그네틱스(주),33170,2012-12-01,2010-11-26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",11.95,4.26,-0.44,15.92,4.44,26.2,14.12,4.19,17.87,7.59,5.45,5.78,4.41,497.96,38.0,247.66,247.58,27.62,23.47,22.51,8.17,74.29,39.36,81.63,733.59,0.58,0.72,0.95,1496.88,17.17,20.61,17.71,0.24,21.26,0.26,0.0,1.03,20.61,1.49,1.49,8531.7,12.26,423.75,125466.16,22.43,42.75,57.25,33.83,0
1683,시그네틱스(주),33170,2013-12-01,2010-11-26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-11.51,-5.32,-12.56,-12.2,-14.16,-3.45,-12.48,-43.19,14.43,-8.58,-3.94,1.41,-3.22,329.87,-28.0,215.21,215.13,26.72,18.62,21.87,8.05,79.48,34.78,82.05,704.89,0.38,0.46,0.6,2855.03,18.57,20.63,17.69,0.13,19.65,0.48,0.0,0.71,10.05,1.01,1.01,4012.59,6.03,130.7,91195.21,15.71,92.61,7.39,-54.65,0
1684,시그네틱스(주),33170,2014-12-01,2010-11-26,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-14.41,-15.52,28.72,-16.41,59.12,-3.84,-5.79,0.0,13.18,-4.77,-1.89,-0.35,-1.6,276.67,-13.0,249.33,249.22,35.25,17.91,14.11,-4.46,79.99,29.9,87.64,692.29,0.34,0.4,0.5,2529.97,48.85,27.33,13.36,0.14,7.47,0.0,0.0,0.72,7.6,1.03,1.03,3220.29,5.26,125.43,788.0,15.03,98.79,1.21,-31.74,0
1685,신라섬유(주),1000,2014-12-01,1994-06-28,,5,  소매업; 자동차 제외,-40.31,-0.39,7.97,-1.62,-12.07,0.82,-3.3,-38.82,21.96,11.27,10.02,11.28,8.88,5296.58,597.0,654.11,498.9,269.44,43.89,13.57,1.94,54.72,51.82,88.05,1252.94,0.79,0.89,1.62,6.43,4.42,40.44,9.02,56.78,82.58,0.01,0.0,1.35,1.78,1.54,2.02,15589.03,34.7,91.12,144.92,46.61,56.18,43.82,24.18,1
1686,신라에스지(주),25870,2012-12-01,1995-07-07,,5,  도매 및 상품 중개업,57.05,11.08,2.54,5.21,22.52,0.64,13.68,0.0,22.3,2.71,1.89,1.85,1.39,6409.76,175.0,149.76,137.09,15.66,11.06,36.66,0.47,91.18,33.28,73.17,1682.44,0.51,0.7,0.75,30.76,5.06,5.59,65.33,11.87,72.13,0.05,0.03,0.97,2.38,1.62,1.71,18792.5,10.52,53.56,676.25,19.72,68.58,31.42,13.75,0
1687,신라에스지(주),25870,2013-12-01,1995-07-07,,5,  도매 및 상품 중개업,-12.16,2.9,39.01,1.59,3.84,3.46,2.77,-45.21,6.49,0.57,1.85,2.78,0.73,15515.0,89.0,125.44,38.5,8.38,10.8,153.45,1.46,118.48,53.25,39.45,964.03,1.27,3.22,2.72,3.44,16.14,23.4,15.6,106.08,22.61,0.01,0.0,1.33,4.9,2.38,7.77,7643.3,15.64,60.33,208.76,12.32,73.01,26.99,4.67,0
1688,신라에스지(주),25870,2014-12-01,1995-07-07,,5,  도매 및 상품 중개업,23.28,4.7,8.54,6.13,11.43,-0.84,8.95,7.09,7.16,0.5,1.99,2.68,0.75,19127.34,96.0,117.53,38.18,7.17,8.13,178.48,1.57,126.81,54.46,35.91,955.93,1.5,3.98,3.25,4.07,16.34,30.49,11.97,89.72,22.34,0.01,0.0,1.52,5.9,2.78,8.79,9217.51,17.31,69.48,218.53,12.05,72.87,27.13,4.14,0
