회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결)(원),[제조]총자본순이익률(IFRS연결)(원),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결)(백만원),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
(주)강원에너지,114190,2012/12,2009/11/20,,5,"    구조용 금속제품, 탱크 및 증기발생기 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)강원에너지,114190,2013/12,2009/11/20,,5,"    구조용 금속제품, 탱크 및 증기발생기 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)고영테크놀러지,098460,2011/12,2008/06/03,,5,    특수 목적용 기계 제조업,23.1,17.31,20.36,24.16,55.18,26.19,18.06,-4.46,57.08,18.15,25.06,24.41,19.83,9985.15,0,424.78,329.07,42.81,55.63,24.97,22785.6,34.04,72.76,80.02,1608.46,1.09,1.38,3.97,7.34,3.74,11.81,30.92,49.7,97.64,0.01,0,1.21,6.18,1.51,1.9,28970.09,33.3,206.39,91819.87,33.63,30.27,69.73,53.97
(주)고영테크놀러지,098460,2012/12,2008/06/03,,5,    특수 목적용 기계 제조업,18.79,3.36,7.56,22.99,24.53,19.87,25.21,-2.55,57.02,14.12,19.91,23.17,15.99,12044.42,1743,498.93,385.1,49.28,60.23,23.92,1627.45,30.57,75.33,80.7,1857.36,1.13,1.41,4.38,6.73,4.19,14.19,25.72,54.2,87.14,0.01,0,1.26,7.05,1.53,1.98,32628.63,31.57,209.86,1754.14,30.26,36.28,63.72,46.65
(주)고영테크놀러지,098460,2013/12,2008/06/03,,5,    특수 목적용 기계 제조업,17.03,-4.65,2.2,21.88,17.62,17.98,3.77,-8.36,55.34,12.45,15.35,15.53,12.42,12495.79,1563,532.19,415.02,82.6,63.72,23.02,443.96,26.5,78.46,81.29,2190.86,1,1.23,4.34,5.79,3.78,12.62,28.92,63.04,96.68,0.01,0,1.09,7.37,1.3,1.67,31220.69,25.81,220.81,28279.87,27.9,43.86,56.14,44.63
(주)골드앤에스,035290,2011/12,1999/12/07,,5,    일반 교습 학원,3.62,-24.47,-15.35,33.08,-6.66,3.75,-5.87,0,31.52,2.11,4.57,4.25,2.19,919.95,21,108.02,94.83,0.68,3.73,108.04,1.13,103.4,50.3,48.07,86.85,1.04,2.16,1.88,16.01,6.78,53.45,6.83,22.8,53.8,0.01,0,1.18,39.79,2.31,2.7,15570.49,33.36,1514.88,0,32.76,38.14,61.86,6.44
(주)골드앤에스,035290,2012/12,1999/12/07,,5,"    서적, 잡지 및 기타 인쇄물 출판업",11.3,-3.87,9.01,13.56,-7.75,14.17,-7.65,0,29.34,-14.74,-26.93,-3.74,-13.11,743.08,-120,128.81,116.04,15.05,11.48,103.59,-1.91,99.1,51.32,49.12,71.5,0.89,1.83,1.81,15.93,6.26,52.9,6.9,22.91,58.34,0.01,0,0.95,43.54,1.75,1.97,7635.89,14.7,772.83,545420.85,17.4,84.18,15.82,-84.7
(주)골드앤에스,035290,2013/12,1999/12/07,,5,"    서적, 잡지 및 기타 인쇄물 출판업",-0.98,2289.15,40.97,-40.76,18.51,-60.53,-9.89,0,28.88,-42.57,-86.53,-12.36,-32.57,552.05,-224,52.99,42.48,0.6,-27.23,291.87,-3.83,271.57,30.7,25.52,28.22,0.77,2.05,1.3,13.69,6.81,44.21,8.26,26.66,53.63,0.01,0,0.85,3.22,1.86,2.16,1375.8,2.67,5.83,496.25,3.48,556.52,-456.52,-1223.83
(주)골프존뉴딘홀딩스,121440,2011/12,2011/05/20,,5,    소프트웨어 개발 및 공급업,100.9,290.19,115.64,95.97,114.65,114.66,13.4,-31.79,53.49,21.54,18.23,21.67,16.42,17568.46,4045,1016.66,994.82,197.26,65.89,8.33,1101.46,29.17,73.08,92.31,5680.88,0.76,0.84,2.9,49.61,29.65,46.59,7.83,7.36,12.31,0.08,0.03,0.93,6.57,1.03,1.06,68848.89,18.21,132.09,854.36,31.9,32.02,67.98,67.52
(주)골프존뉴딘홀딩스,121440,2012/12,2011/05/20,,5,    소프트웨어 개발 및 공급업,43.08,278.98,168.83,-3.24,202.37,17.98,34.22,57.8,54.55,25.33,19.34,16.7,15.96,23579.65,5988,208.99,194.96,53.59,25.77,31.41,31.08,66.47,49.42,76.1,6702.54,0.63,0.76,1.54,24.26,28.11,48.35,7.55,15.05,12.99,0.05,0.25,0.83,2.31,1.07,1.11,121408.57,22.44,62.6,715.13,41.92,29.93,70.07,60.42
(주)골프존뉴딘홀딩스,121440,2013/12,2011/05/20,,5,    소프트웨어 개발 및 공급업,17.92,12.13,30.7,4.83,79.92,3.14,26.07,-96.19,48.79,0.77,0.67,14.84,0.48,9908.7,77,133.05,117.72,32.19,10.91,50.24,25.98,84.23,43.93,66.56,2304.23,0.62,0.87,1.16,14.54,26.82,43.35,8.42,25.11,13.61,0.03,0,0.82,1.74,1.33,1.47,104828.51,16.43,50.99,642.49,28.71,36.31,63.69,2.67
(주)광림,014200,2011/12,1993/07/07,,6,    자동차용 엔진 및 자동차 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)광림,014200,2012/12,1993/07/07,,6,    자동차용 엔진 및 자동차 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)광림,014200,2013/12,1993/07/07,,6,    자동차용 엔진 및 자동차 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)광무,029480,2011/12,1996/08/27,,5,    통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,18.36,-96.85,-131.02,-16.36,-66,412.65,0,111.42,78.43,17.65,5.07,100.75,-3.01,101.42,49.48,49.81,60.55,0.68,1.37,1.35,4.65,5.94,17.87,20.43,78.47,61.43,0.01,0,0.73,2.85,1.38,1.96,-31297.66,-41.21,-180.22,-637.11,-60.47,0,0,0
(주)광무,029480,2012/12,1996/08/27,,5,    통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,18.02,-25.96,-36.23,-8.19,-19.16,326.42,-848,117.03,79.59,3.09,6.2,89.07,-2.69,108.48,42.62,52.89,456.21,0.74,1.4,1.29,5.41,4,11.93,30.59,67.43,91.19,0.01,0,0.93,3.3,1.73,2.55,2867.93,5.14,22.99,112.26,6.96,290.6,-190.6,-372.71
(주)광무,029480,2013/12,1996/08/27,,5,    통신 및 방송 장비 제조업,-36.57,-11.65,-34.17,-39.8,-32.89,-70.22,-50.13,0,-10.17,-139.87,-150,-29.47,-63,1089.16,-1897,66.23,42.61,2.46,-20.62,302.71,-8.2,239.8,40.45,24.83,93.21,0.45,1.07,0.77,3.23,3.08,3.95,92.37,112.98,118.6,0.01,0.42,0.51,1.75,1.08,1.62,-19191.93,-54.24,-173.98,-1147.53,-93.46,0,0,0
(주)구영테크,053270,2011/12,2002/02/07,,5,    자동차 신품 부품 제조업,4.74,-5.07,1.48,10.21,2.89,0.85,-1.8,0,12.25,-0.44,-1.4,3.79,-0.44,11495.63,-42,56.43,41.77,1.78,-30.4,308.02,0.96,247.4,39.37,24.51,557.79,1.01,4.04,1.64,9.81,6.64,9,40.55,37.22,54.99,0.02,0.13,0.95,1.82,2.63,3.6,30173.23,20.19,38.93,76.67,20.41,58.86,41.14,-2.15
(주)구영테크,053270,2012/12,2002/02/07,,5,    자동차 신품 부품 제조업,7.82,5.36,4.62,12.75,23,0.09,5.38,0,13.82,1.05,4.49,5.15,1.05,12114.35,136,57.4,41.13,4.5,-30.55,339.29,1.29,258.45,41.17,22.76,558.29,1,4.25,1.68,9.14,7.06,9.29,39.27,39.94,51.73,0.02,0.14,0.9,1.92,2.49,3.42,34066.87,21.14,43.07,84.74,21.87,55.25,44.75,4.79
(주)구영테크,053270,2013/12,2002/02/07,,5,    자동차 신품 부품 제조업,-7.4,-1.02,0.76,-19.07,-5.16,6.36,10.89,31.89,12.89,1.26,5.74,5.08,1.4,13433.05,179,60.26,40.24,4.62,-23.73,282.41,1.39,244.81,35.98,26.15,593.8,1.11,4.56,1.82,9.43,8.4,10.55,34.59,38.71,43.46,0.02,0.14,1.06,2.08,2.88,4.14,40563.29,27.18,49.51,101.87,23.48,58.88,41.12,5.37
(주)국보디자인,066620,2011/12,2002/09/05,,5,    전문 디자인업,2.02,4.43,-12.94,8.52,0,11.93,11.37,9.87,15.72,4.63,13.29,12.44,7.63,17425.29,847,191.36,191.36,17,35.39,66.59,238.18,43.09,74.13,60.03,1283.83,1.65,2.87,5.86,1034.72,6.08,21.1,17.3,0.35,59.99,0.02,0,1.45,91.26,2.29,2.29,37630.05,46.92,2571.93,272602.5,28.79,80.91,19.09,16.09
(주)국보디자인,066620,2012/12,2002/09/05,,5,    실내건축 및 건축마무리 공사업,15.81,52.79,-10.65,25.04,0,19.57,-8.64,36.75,16.02,6.94,15.67,14.11,9.57,15920.4,1111,216.7,216.7,38.65,43.1,61.35,2003.29,32.2,80.04,61.98,1535.05,1.38,2.26,6.08,0,7.07,29.85,12.23,0,51.64,0.03,0,1.2,64.57,1.78,1.78,34487.68,37.13,1542.73,337981.94,28.88,72.45,27.55,24.01
(주)국보디자인,066620,2013/12,2002/09/05,,5,    실내건축 및 건축마무리 공사업,37.71,-1.92,35.04,38.38,0,13.96,36.95,32.05,13.45,6.69,17.76,12.26,9.91,21802.47,1458,172.74,172.74,17.75,33.87,94.98,1539.88,38.16,80.43,51.29,1749.28,1.48,2.66,7.51,0,7.87,18.59,19.64,0,46.37,0.04,0,1.21,73.86,1.85,1.85,44261.95,34.61,2018.69,670229.43,27.07,72.51,27.49,24.71
(주)국순당,043650,2011/12,2000/08/24,,5,    알코올음료 제조업,0,0,0,0,0,0,0,0,42.79,4.12,2.99,3.6,2.64,7149.96,323,500.27,401.4,293.46,33.11,11.8,167.22,65.54,41.38,89.44,1942.69,0.64,0.72,1.09,7.84,11.34,44.23,8.25,46.55,32.19,0.01,0,1.29,1.51,1.55,1.93,33279.55,16.71,40.35,132.12,26.06,58.96,41.04,15.82
(주)국순당,043650,2012/12,2000/08/24,,5,    알코올음료 제조업,0,0,0,0,0,0,0,0,44.83,5.21,3.46,3.37,2.95,6646.65,395,631.95,515.25,372.47,35.08,9.45,172.69,63.84,41.67,91.37,2094.75,0.57,0.62,0.97,7.35,9.81,48.88,7.47,49.63,37.22,0.01,0,1.17,1.44,1.36,1.67,31085.72,14.82,38.39,132.85,26.19,60.28,39.72,19.9
(주)국순당,043650,2013/12,2000/08/24,,5,    알코올음료 제조업,4,-3.42,-3.89,15.04,0.27,1.42,-16.45,-15.99,42.35,5.79,2.89,1.29,2.68,5553.36,317,733.62,615.55,389.06,39.81,12.1,9.21,60.43,46.1,89.2,2124.5,0.46,0.51,0.83,6.14,8.88,40.35,9.05,59.48,41.11,0.01,0,0.92,1.22,1.06,1.27,32841.1,15.06,41.24,147.51,33.11,65.28,34.72,17.49
(주)국영지앤엠,006050,2011/12,1994/10/07,,5,    유리 및 유리제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)국영지앤엠,006050,2012/12,1994/10/07,,5,    유리 및 유리제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)국영지앤엠,006050,2013/12,1994/10/07,,5,    유리 및 유리제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)그래디언트,035080,2011/12,1999/07/05,,5,    회사 본부 및 경영 컨설팅 서비스업,44.28,27.58,356.59,-35.22,21.85,-9.82,-4.55,0,34.12,-2.87,-2.81,-1.29,-1.87,7044,-192,81.65,69.75,16.02,-8.05,136.46,-48.06,151.83,35.79,42.29,1055.26,0.65,1.24,1.41,11.61,12.98,19.46,18.75,31.44,28.13,0.02,0.2,0.7,11.16,1.21,1.35,60243.93,7.75,167.68,649.95,14.06,100.62,-0.62,-20.4
(주)그래디언트,035080,2012/12,1999/07/05,,5,    회사 본부 및 경영 컨설팅 서비스업,-4.84,20.45,0.04,-13.6,-14.32,20.92,5.99,0,34.16,2.81,3.52,2.21,1.68,7465.64,260,89.27,76.37,15.91,-3.91,86.55,1.38,125.93,32.5,53.6,1276.02,0.6,1.25,0.91,12.07,12.37,21.15,17.25,30.25,29.52,0.02,0.31,0.8,9.57,1.75,2.05,139063.68,18.79,268.23,1805.84,30.62,50.39,49.61,9.17
(주)그래디언트,035080,2013/12,1999/07/05,,5,    회사 본부 및 경영 컨설팅 서비스업,116.02,14.78,24.01,307.13,96.61,2.11,545.17,-39.01,10.46,0.81,1.94,4.34,2.03,48166.03,138,135.82,126.34,14.11,16.15,112.58,7.5,82.38,61.25,47.04,1302.96,2.51,5.1,5.24,56.88,8.22,12.74,28.66,6.42,44.41,0.05,0.02,2.65,52.59,4.81,5.25,176314.61,11.03,296.26,2788.85,6.02,47.58,52.42,13.49
(주)글로벌스탠다드테크놀로지,083450,2011/12,2006/02/01,,5,    특수 목적용 기계 제조업,41.54,142.83,47.8,38.31,171.3,14.32,-10.58,-51.81,37.58,8.49,12.25,10.13,7.85,5519.17,469,152.89,87.24,17.42,22.31,90.53,21.14,67.62,64.51,52.49,719.53,0.93,1.61,2.65,4.17,4.24,11.27,32.39,87.63,86.18,0.01,0,0.9,4.14,1.42,2.16,16576.7,31.53,263.93,15784.18,39.94,72.46,27.54,21.25
(주)글로벌스탠다드테크놀로지,083450,2012/12,2006/02/01,,5,    특수 목적용 기계 제조업,2.38,21.61,19.02,-6.78,19.18,29.23,56.16,108.99,38.3,10.81,20.94,16.01,13.16,7698.43,923,197.65,89.16,54.87,29.02,49.48,25.45,61.68,58.74,66.9,830.55,1.22,2.04,3.17,4.06,10.47,13.48,27.08,89.87,34.86,0.01,0.95,1.25,4.11,1.98,3.86,25842.97,48.01,149.48,12256.51,39.87,64.84,35.16,27.1
(주)글로벌스탠다드테크놀로지,083450,2013/12,2006/02/01,,5,    특수 목적용 기계 제조업,16.35,11.6,12.52,19.04,-1.79,17.57,24.95,-16.98,32.42,7.32,14.17,13.33,10.18,9085.68,727,221.07,120.96,54.63,32.91,46.91,46.16,58.62,60.1,68.07,922.31,1.39,2.06,3.43,4.71,12.09,16.42,22.24,77.52,30.19,0.01,2.61,1.58,4.43,2.34,4.65,25846.64,41.27,134.06,12236.95,31.92,70.21,29.79,22.93
(주)금화피에스시,036190,2011/12,2000/12/26,,5,    건물설비 설치 공사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)금화피에스시,036190,2012/12,2000/12/26,,5,    전기 및 통신 공사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)금화피에스시,036190,2013/12,2000/12/26,,5,    전기 및 통신 공사업,0,0,0,0,0,0,0,0,21.24,13.72,19.37,20.64,15.94,27687.07,3855,412.81,411.84,12.41,47.51,21.52,4840.81,45.34,62.69,82.29,3920.56,1.16,1.41,3.12,784,5.98,127.94,2.85,0.47,61.09,0.02,0,1.49,10.69,1.85,1.86,109187.93,76.39,702.94,266312020.68,65.73,67.45,32.55,20.87
(주)기가레인,049080,2013/12,2013/12/19,,5,    전자부품 제조업,0,0,0,0,0,0,0,0,21.32,11.42,17.36,10.69,8.84,7902.47,906,138.09,110.02,56.92,11.86,96.4,5.72,111.97,42.99,50.92,781.62,0.77,1.52,1.36,8.86,5.18,13.9,26.25,41.22,70.42,0.01,7.48,1.04,1.87,1.8,2.26,29926.66,24.43,63.8,143.72,31.57,38.08,61.92,36.18
(주)기산텔레콤,035460,2011/12,1999/11/18,,5,    통신 및 방송 장비 제조업,-10.87,-4.87,-3.12,-14.66,-2.7,-26.55,-36.67,0,10.87,-18.41,-31.86,-10.66,-13.21,4580.99,0,131.22,86.83,11.32,15.3,154.54,-3.73,90.84,64.31,39.29,421.96,0.72,1.65,2.1,3.45,3.46,6.09,59.98,105.74,105.46,0.01,1.21,0.64,4.67,1.09,1.59,-3910.82,-4.53,-28.51,-350.74,-5.95,0,0,0
(주)기산텔레콤,035460,2012/12,1999/11/18,,5,    통신 및 방송 장비 제조업,-15.1,-81.7,-42.78,0.26,-29.35,-3.18,13.15,0,17.87,-2.53,-2.03,2.94,-2.36,5183.38,0,152.48,116.13,38.57,26.14,132.37,0.71,55.89,75.95,43.04,408.56,0.93,2.27,3.07,4.64,4.9,8.1,45.07,78.65,74.44,0.01,0.69,0.78,9.16,1.34,1.88,11594.7,15.83,515.09,1085.22,15.6,77,23,-16.23
(주)기산텔레콤,035460,2013/12,1999/11/18,,5,    통신 및 방송 장비 제조업,7.61,-18.81,-14.19,14.52,14.27,14.61,6.93,0,21.66,4.94,10.89,7.17,5.17,5542.43,286,178.79,136.26,37.93,35.62,115.82,4.99,41.39,80.82,46.34,468.25,1.05,2.34,4.86,5.59,3.71,7.14,51.15,65.25,98.37,0.01,0.46,0.83,34.94,1.33,1.75,15427.01,19.57,756.88,1385.96,19.41,54.83,45.17,25.47
(주)나노신소재,121600,2011/12,2011/02/09,,5,    기타 화학제품 제조업,46.84,16.17,22.11,65.38,71.64,124.52,20.34,-32.98,43.83,14,11.15,7.9,7.63,4629.39,673,493.78,212.11,83.9,51.33,25.54,9.69,44.73,64.37,79.66,1609.29,0.55,0.8,1.41,1.58,5.88,329.1,1.11,231.41,62.12,0,0,0.7,1.61,0.89,2.03,12209.81,16.71,56.13,97.45,36.47,43.12,56.88,38.4
(주)나노신소재,121600,2012/12,2011/02/09,,5,    기타 화학제품 제조업,-6.44,-3.69,0.75,-10.42,1.09,-2.75,-29.38,0,30.51,-6.12,-2.52,-0.6,-2.05,3269.31,-205,467.61,166.59,58.54,48.45,20.78,-2.32,46.34,61.63,82.8,1565.01,0.33,0.41,0.9,0.88,7.4,204.74,1.78,416.36,49.34,0,0,0.44,1.08,0.53,1.34,8523.49,12.47,40.17,73.22,36.05,72.61,27.39,-16.97
(주)나노신소재,121600,2013/12,2011/02/09,,5,    기타 화학제품 제조업,-1.21,-8.95,-5.73,1.6,-0.98,2.24,14.23,0,35.99,4.32,2.04,2.24,1.72,3734.54,165,905.68,337.48,126.73,56.39,16.7,4.32,42.73,63.38,85.69,1600.09,0.4,0.47,1.06,1,5.7,133.35,2.74,364.67,64.07,0,0,0.55,1.31,0.64,1.74,10555.15,15.63,56.13,109.1,39.08,58.86,41.14,11.05
(주)나노엔텍,039860,2011/12,2000/08/16,,5,    의료용 기기 제조업,0,0,0,0,0,0,0,0,5.64,-92.77,-42.45,-20.28,-24.58,676.08,-641,584.92,524.49,48.43,61.16,72.71,-12.31,45.3,73.77,57.9,295.52,0.26,0.46,1.01,3.48,2.39,9.26,39.43,104.99,152.58,0,0,0.31,1.34,0.36,0.4,-6137.88,-12.36,-63.98,-332.18,-46.66,0,0,0
(주)나노엔텍,039860,2012/12,2000/08/16,,5,    의료용 기기 제조업,0,0,0,0,0,0,0,0,8.54,-43.79,-25.61,-10.71,-13.24,690.53,-302,441.63,362.2,38.69,45.58,93.4,-5.04,79.44,58.92,51.71,236.19,0.3,0.58,0.74,2.85,2.69,10.62,34.37,127.93,135.93,0,0,0.42,1.03,0.51,0.63,-519.47,-1.17,-4.67,-31.13,-3.87,0,0,0
(주)나노엔텍,039860,2013/12,2000/08/16,,5,    의료용 기기 제조업,0.82,-3.42,8.42,-4.47,3.62,2.62,42.05,0,27.13,-6.48,-5.31,-0.16,-2.77,972.36,-63,530.8,427.26,103.4,45.31,90.02,-0.44,83.94,55.83,52.63,238.66,0.43,0.82,1,3.98,3.61,14.87,24.55,91.69,101.08,0.01,0,0.62,1.49,0.75,0.92,5043.95,11.26,40,140.32,26.43,78.34,21.66,-24.52
(주)나스미디어,089600,2013/12,2013/07/17,,5,    광고업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)나이벡,138610,2011/12,2011/07/13,,5,    의료용품 및 기타 의약 관련제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)나이벡,138610,2012/12,2011/07/13,,5,    의료용품 및 기타 의약 관련제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)나이벡,138610,2013/12,2011/07/13,,5,    의료용품 및 기타 의약 관련제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)나이스디앤비,130580,2011/12,2011/12/22,,5,    기타 사업지원 서비스업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)나이스디앤비,130580,2012/12,2011/12/22,,5,    기타 사업지원 서비스업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)나이스디앤비,130580,2013/12,2011/12/22,,5,    기타 사업지원 서비스업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)내츄럴엔도텍,168330,2013/12,2013/10/31,,5,    자연과학 및 공학 연구개발업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)네오리진,094860,2011/12,2007/04/16,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",49.22,151.85,119.47,12.13,63.03,9.06,64.26,0,16.98,1.51,3.18,3.74,1.54,2950.99,46,139.62,92.34,25.32,13.96,65.93,1.61,84.32,49.18,60.27,303.26,1.02,1.62,2.3,6.33,4.72,33.97,10.74,57.68,77.31,0.01,0,1.16,4.8,1.83,2.57,7931.32,15.7,128.5,459.77,18.47,66.79,33.21,8.19
(주)네오리진,094860,2012/12,2007/04/16,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)네오리진,094860,2013/12,2007/04/16,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)네오위즈,095660,2011/12,2007/07/02,,5,    소프트웨어 개발 및 공급업,44.44,394.58,34.36,64.62,200.5,5.29,55.09,177.53,39.37,10.86,30.13,20.93,13.68,30469.91,3499,120.37,120.14,40.1,6.42,129.44,16.86,142.36,37.95,43.58,2269.75,1.26,2.62,1.97,2219.28,7.87,11.11,32.84,0.16,46.39,0.07,0,1.73,9.48,3.5,3.5,214266.9,34.22,182.94,2488.1,32.09,41.28,58.72,33.84
(주)네오위즈,095660,2012/12,2007/07/02,,5,    소프트웨어 개발 및 공급업,-0.07,-5.79,-21.71,35.32,-86.96,5.33,1.02,-89.74,36.75,0.86,2.94,18.76,0.92,30782.08,358,157.55,157.52,50.6,18.77,116.93,12.72,105.44,51.39,46.1,2390.72,1.08,2.4,1.95,2643.51,5.95,9.18,39.78,0.14,61.29,0.05,0,1.4,5.93,2.41,2.41,179996.8,28.76,163.13,2666.89,26.68,54.45,45.55,3.21
(주)네오위즈,095660,2013/12,2007/07/02,,5,    소프트웨어 개발 및 공급업,-19.01,-4.09,12.73,-49.03,402.2,12.72,-34.35,525.43,44.21,10.58,16.83,18.38,8.28,20209.79,2168,152.55,152.28,66.7,11.14,71.33,10.3,115.92,32.34,58.37,2694.76,0.78,1.52,1.37,2499.12,6.01,10.56,34.56,0.15,60.73,0.04,0,1.11,4.1,1.82,1.83,175124.17,34.55,165.47,4947.93,39.54,46.5,53.5,26.76
(주)네오위즈홀딩스,042420,2011/12,2000/06/27,,5,    회사 본부 및 경영 컨설팅 서비스업,10.87,14.22,-3.6,33.76,110.56,-21.91,43.82,26.8,38.78,10.52,11.85,18.43,11.49,79418.79,2416,149.22,148.97,56.97,15.41,86.63,29.73,99.44,46.72,53.58,3443.61,1.09,1.86,1.91,1811.41,7.76,10.42,35.03,0.2,47.05,0.08,0,1.44,8.08,2.55,2.55,257242.44,36.76,268.18,2943.5,35.37,47.36,52.64,29.73
(주)네오위즈홀딩스,042420,2012/12,2000/06/27,,5,    회사 본부 및 경영 컨설팅 서비스업,-1.46,-7.22,-14.8,13.76,-26.92,3.62,2.16,-48.82,35.03,1.87,6.79,16.96,2,81138.15,1233,165.29,165.12,63.33,21.3,79.06,20.9,82.49,53.93,55.85,3568.23,1.07,1.95,2.15,1577.03,6.13,8.99,40.61,0.23,59.56,0.05,0,1.3,8.04,2.13,2.13,224993.09,32.62,252.82,3133.5,30.28,62.16,37.84,6.19
(주)네오위즈홀딩스,042420,2013/12,2000/06/27,,5,    회사 본부 및 경영 컨설팅 서비스업,-14.66,-3.43,9.5,-35.31,4.09,13.53,-31.08,101.43,43.43,11.7,12.59,17.33,9.37,55923.61,2482,192.36,192.03,85.95,19.63,41.39,17.47,83.58,40.88,70.73,4051.07,0.8,1.28,1.54,1261.35,6.27,10.25,35.61,0.29,58.21,0.04,0,1.06,5.85,1.67,1.67,198668.51,33.76,231.17,5236.64,38.8,50.28,49.72,30.15
(주)네오티스,085910,2011/12,2007/10/01,,5,    특수 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)네오티스,085910,2012/12,2007/10/01,,5,    특수 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)네오티스,085910,2013/12,2007/10/01,,5,    특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,23.5,6.72,3.79,4.45,2.85,3868.31,284,163.86,147.43,62.93,17.12,40.46,7.82,78.77,43.92,71.2,1284.36,0.42,0.6,0.76,9.62,3.74,17.36,21.02,37.92,97.67,0.01,0,0.6,0.97,0.97,1.07,15818.52,18.57,46.29,95.7,43.8,61.14,38.86,15.34
(주)네오팜,092730,2011/12,2007/01/30,,5,    기타 화학제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
