총자본순이익률_차이,총자본순이익률_비율,총자본순이익률_상위10개_차이,총자본순이익률_상위10개_변동성,총자본순이익률_산업평균_차이,총자본순이익률_산업평균_변동성,매출액증가율_차이,매출액증가율_비율,매출액증가율_상위10개_차이,매출액증가율_상위10개_변동성,매출액증가율_산업평균_차이,매출액증가율_산업평균_변동성,자기자본순이익률_차이,자기자본순이익률_비율,자기자본순이익률_상위10개_차이,자기자본순이익률_상위10개_변동성,자기자본순이익률_산업평균_차이,자기자본순이익률_산업평균_변동성,매출액순이익률_차이,매출액순이익률_비율,매출액순이익률_상위10개_차이,매출액순이익률_상위10개_변동성,매출액순이익률_산업평균_차이,매출액순이익률_산업평균_변동성,유동비율_차이,유동비율_비율,유동비율_상위10개_차이,유동비율_상위10개_변동성,유동비율_산업평균_차이,유동비율_산업평균_변동성,자기자본구성비율_차이,자기자본구성비율_비율,자기자본구성비율_상위10개_차이,자기자본구성비율_상위10개_변동성,자기자본구성비율_산업평균_차이,자기자본구성비율_산업평균_변동성,총자본회전률_차이,총자본회전률_비율,총자본회전률_상위10개_차이,총자본회전률_상위10개_변동성,총자본회전률_산업평균_차이,총자본회전률_산업평균_변동성,자기자본회전률_차이,자기자본회전률_비율,자기자본회전률_상위10개_차이,자기자본회전률_상위10개_변동성,자기자본회전률_산업평균_차이,자기자본회전률_산업평균_변동성,총자본투자효율_차이,총자본투자효율_비율,총자본투자효율_상위10개_차이,총자본투자효율_상위10개_변동성,총자본투자효율_산업평균_차이,총자본투자효율_산업평균_변동성,설비투자효율_차이,설비투자효율_비율,설비투자효율_상위10개_차이,설비투자효율_상위10개_변동성,설비투자효율_산업평균_차이,설비투자효율_산업평균_변동성,순이익증가율_차이,순이익증가율_비율,순이익증가율_상위10개_차이,순이익증가율_상위10개_변동성,순이익증가율_산업평균_차이,순이익증가율_산업평균_변동성,label
22.07,-1.34,-16.42,16.42,6.27,6.27,214.45,-27.49,-41.0,297.77,204.21,221.56,27.46,-1.36,-42.94,42.94,10.82,10.82,128.51,-1.03,-107.97,107.97,12.78,12.78,85.68,0.33,-2205.73,2205.73,74.94,74.94,7.49,0.1,-16.44,16.44,22.08,22.08,0.91,3.34,-1.76,1.76,0.8,0.8,2.14,5.46,-11.9,11.9,0.28,0.28,39.99,-4.48,-46.19,46.19,13.47,13.47,633.31,-9.64,-9049.41,9049.41,326.37,326.37,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-3.11,-0.56,-19.62,19.62,3.07,3.07,-76.48,-1.2,-862.14,862.14,-29.68,29.68,-3.68,-10.22,-53.52,53.52,0.24,0.42,-2.34,-0.46,-108.44,108.44,12.31,12.31,31.35,0.25,-2397.53,2397.53,-116.86,116.86,7.61,0.16,-41.38,41.38,-2.86,2.86,-0.21,-0.19,-2.62,2.62,-0.06,0.06,-0.57,-0.25,-12.46,12.46,-0.28,0.28,2.45,0.15,-58.23,58.23,1.43,1.43,4.89,0.07,-9538.67,9538.67,-162.89,162.89,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
0.84,0.14,-15.07,15.07,7.62,7.62,-14.03,-0.52,-836.22,836.22,-3.76,3.76,1.54,0.13,-37.04,37.04,16.72,16.72,0.51,0.12,-106.47,106.47,14.28,14.28,0.33,0.0,-2425.31,2425.31,-144.64,144.64,0.78,0.01,-42.1,42.1,-3.58,3.58,0.01,0.01,-2.03,2.03,0.53,0.53,0.02,0.01,-11.44,11.44,0.74,0.74,0.35,0.01,-50.5,50.5,9.16,9.16,3.99,0.05,-9527.47,9527.47,-151.69,151.69,42.0,-2.8,-3878.5,3878.5,-36.75,36.75,0.0
6.75,-1.23,-20.83,20.83,1.86,1.86,150.68,-11.37,-711.91,711.91,120.55,120.55,14.56,-1.14,-48.42,48.42,5.35,5.35,12.9,-1.13,-109.69,109.69,11.06,11.06,97.65,1.08,-2365.17,2365.17,-84.5,84.5,28.82,0.69,-25.12,25.12,13.4,13.4,0.34,0.71,-2.68,2.68,-0.12,0.12,0.15,0.15,-13.03,13.03,-0.85,0.85,18.4,1.99,-49.62,49.62,10.04,10.04,78.59,4.01,-9518.88,9518.88,-143.1,143.1,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-6.61,-0.77,-20.06,20.06,2.63,2.63,5.89,2.42,-841.02,841.02,-8.56,8.56,-8.2,-0.74,-47.34,47.34,6.43,6.43,-16.19,-0.73,-105.3,105.3,15.45,15.45,-63.51,-0.33,-2423.41,2423.41,-142.74,142.74,-1.53,-0.02,-26.32,26.32,12.2,12.2,-0.05,-0.13,-3.16,3.16,-0.6,0.6,-0.01,-0.02,-13.72,13.72,-1.54,1.54,-3.99,-0.18,-58.94,58.94,0.72,0.72,-566.61,-0.25,-7957.9,7957.9,1417.88,1417.88,-72.78,-0.52,-3839.55,3839.55,2.2,3.16,0.0
-1.34,-0.34,-19.52,19.52,3.17,3.17,-19.02,-2.4,-860.42,860.42,-27.96,27.96,-4.29,-0.44,-44.7,44.7,9.07,9.07,-1.25,-0.29,-108.17,108.17,12.58,12.58,25.88,0.19,-2387.2,2387.2,-106.53,106.53,13.57,0.34,-42.37,42.37,-3.85,3.85,-0.07,-0.08,-2.66,2.66,-0.1,0.1,-0.48,-0.21,-12.4,12.4,-0.22,0.22,-0.62,-0.02,-52.05,52.05,7.61,7.61,-73.79,-0.43,-9517.56,9517.56,-141.78,141.78,-11.09,0.43,-3942.42,3942.42,-100.67,100.67,0.0
7.54,4.26,-12.76,12.76,9.93,9.93,72.09,-1.78,-817.74,817.74,14.72,14.72,13.72,5.26,-33.88,33.88,19.89,19.89,6.58,3.34,-102.66,102.66,18.09,18.09,-20.87,-0.1,-2369.22,2369.22,-88.55,88.55,-8.66,-0.14,-42.63,42.63,-4.11,4.11,0.19,0.21,-2.41,2.41,0.15,0.15,0.36,0.23,-12.29,12.29,-0.11,0.11,1.86,0.07,-48.74,48.74,10.92,10.92,57.79,0.58,-9459.84,9459.84,-84.06,84.06,648.83,-8.44,-3333.54,3333.54,508.21,508.21,0.0
-2.88,-0.29,-14.94,14.94,7.75,7.75,111.08,-2.61,-780.82,780.82,51.64,51.64,-3.54,-0.31,-42.34,42.34,11.42,11.42,-3.41,-0.19,-96.72,96.72,24.03,24.03,698.66,0.74,-909.48,909.48,1371.19,1371.19,2.71,0.03,-3.54,3.54,34.98,34.98,-0.07,-0.13,-3.01,3.01,-0.45,0.45,-0.1,-0.16,-13.67,13.67,-1.49,1.49,-3.42,-0.13,-54.45,54.45,5.21,5.21,-10.08,-0.09,-9513.71,9513.71,-137.93,137.93,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
20.07,9.56,-3.72,7.65,22.79,22.79,-18.04,8.43,-869.52,869.52,-37.06,37.06,42.29,11.52,-7.86,20.97,49.52,49.52,-0.47,-0.06,-103.2,103.2,17.55,17.55,63.68,0.51,-2363.17,2363.17,-82.5,82.5,-15.96,-0.27,-52.63,52.63,-14.11,14.11,0.91,3.34,-0.73,0.73,1.68,1.68,2.84,5.46,-8.47,8.47,3.71,3.71,32.31,2.85,-33.6,33.6,26.06,26.06,410.3,20.19,-9187.23,9187.23,188.55,188.55,-333.22,-1.15,-3949.02,3949.02,-107.27,107.27,0.0
-15.25,-0.6,-12.03,12.03,10.66,10.66,-48.69,-0.76,-833.71,833.71,-1.25,1.25,-17.3,-0.61,-39.32,39.32,14.45,14.45,-14.68,-0.46,-93.99,93.99,26.76,26.76,-462.28,-0.46,-2001.74,2001.74,278.93,278.93,1.58,0.02,-2.76,2.76,35.76,35.76,-0.21,-0.27,-2.92,2.92,-0.36,0.36,-0.25,-0.28,-13.58,13.58,-1.4,1.4,-20.01,-0.54,-60.41,60.41,-0.75,0.75,-50.45,-0.22,-9441.32,9441.32,-65.54,65.54,-76.73,-1.96,-3943.02,3943.02,-101.27,101.27,0.0
6.46,0.54,-3.72,7.65,19.01,19.01,2.13,0.16,-834.16,834.16,-1.7,1.7,9.69,0.48,-20.38,20.97,33.39,33.39,1.63,0.18,-100.7,100.7,20.05,20.05,40.1,0.48,-2428.91,2428.91,-148.24,148.24,4.34,0.07,-32.09,32.09,6.43,6.43,0.41,0.31,-1.75,1.75,0.81,0.81,0.57,0.25,-11.37,11.37,0.81,0.81,7.54,0.16,-21.16,21.16,38.5,38.5,24.08,0.33,-9519.57,9519.57,-143.79,143.79,-518.83,-1.09,-3948.61,3948.61,-106.86,106.86,0.0
21.84,-0.69,-31.83,31.83,-9.14,9.14,-7.04,1.51,-861.04,861.04,-28.58,28.58,41.11,-0.7,-67.6,67.6,-13.83,13.83,40.09,-0.69,-129.22,129.22,-8.47,8.47,-22.98,-0.12,-2386.31,2386.31,-105.64,105.64,2.03,0.04,-36.78,36.78,1.74,1.74,0.0,0.0,-2.96,2.96,-0.4,0.4,-0.05,-0.05,-13.27,13.27,-1.09,1.09,14.59,-1.11,-75.84,75.84,-16.18,16.18,65.55,-1.1,-9611.23,9611.23,-235.45,235.45,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-14.28,5.56,-38.92,38.92,-16.23,16.23,80.25,-2.54,-800.65,800.65,31.81,31.81,-19.24,5.47,-72.96,72.96,-19.2,19.2,-13.08,3.29,-128.26,128.26,-7.51,7.51,-141.84,-0.43,-2364.8,2364.8,-84.13,84.13,-12.58,-0.17,-32.3,32.3,6.22,6.22,0.34,0.52,-2.51,2.51,0.05,0.05,0.53,0.6,-12.79,12.79,-0.61,0.61,-15.79,-1.05,-78.05,78.05,-18.39,18.39,-54.04,-1.05,-9619.6,9619.6,-243.82,243.82,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-37.01,-12.9,-56.21,56.21,-33.52,33.52,31.01,-1.14,-845.54,845.54,-13.08,13.08,-52.01,-14.45,-98.62,98.62,-44.85,44.85,-36.93,-9.69,-144.33,144.33,-23.58,23.58,-93.83,-0.37,-2391.16,2391.16,-110.49,110.49,-10.87,-0.13,-25.14,25.14,13.38,13.38,0.28,0.37,-2.47,2.47,0.09,0.09,0.52,0.55,-12.75,12.75,-0.57,0.57,-2.92,-0.18,-63.61,63.61,-3.95,3.95,-473.1,-0.87,-9547.59,9547.59,-171.81,171.81,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-14.1,-2.72,-30.99,30.99,-8.3,8.3,-104.09,-1.39,-878.45,878.45,-45.99,45.99,-15.55,-2.64,-59.86,59.86,-6.1,6.1,-15.08,-3.25,-121.65,121.65,-0.9,0.9,67.51,0.07,-1537.03,1537.03,743.64,743.64,0.07,0.0,-1.74,1.74,36.28,36.78,-0.26,-0.23,-2.65,2.65,-0.09,0.09,-0.34,-0.27,-13.3,13.3,-1.12,1.12,-16.71,-0.17,-8.88,16.93,50.65,65.64,-3876.63,-0.47,-2288.39,6596.56,15972.34,15972.34,-87.38,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-0.3,-0.03,-12.58,12.58,10.11,10.11,22.37,10.97,-824.93,824.93,7.53,7.53,-1.76,-0.09,-32.75,32.75,21.01,21.01,-1.22,-0.09,-98.76,98.76,21.99,21.99,28.13,0.22,-2397.4,2397.4,-116.73,116.73,-0.36,-0.01,-40.98,40.98,-2.46,2.46,0.04,0.06,-2.74,2.74,-0.18,0.18,-0.02,-0.01,-12.82,12.82,-0.64,0.64,-2.79,-0.11,-53.88,53.88,5.78,5.78,29.78,0.22,-9449.3,9449.3,-73.52,73.52,48.84,-1.44,-3890.56,3890.56,-48.81,48.81,0.0
1.08,-0.06,-39.91,39.91,-17.22,17.22,13.86,-0.21,-900.58,900.58,-68.12,68.12,-1.26,0.06,-72.16,72.16,-18.39,18.39,-34.18,0.96,-180.92,180.92,-60.17,60.17,-665.25,-0.71,-2280.41,2280.41,0.26,5.73,-20.03,-0.22,-24.23,24.23,14.29,14.29,-0.27,-0.51,-3.24,3.24,-0.68,0.68,-0.27,-0.47,-13.9,13.9,-1.72,1.72,3.76,-0.43,-82.34,82.34,-22.68,22.68,110.65,-0.54,-9710.07,9710.07,-334.29,334.29,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-9.98,-0.74,-18.56,18.56,4.13,4.13,2.47,0.16,-831.03,831.03,1.43,1.43,-21.32,-0.78,-44.08,44.08,9.68,9.68,-5.63,-0.54,-106.39,106.39,14.36,14.36,-104.03,-0.4,-2395.03,2395.03,-114.36,114.36,-12.94,-0.2,-43.83,43.83,-5.31,5.31,-0.56,-0.43,-2.77,2.77,-0.21,0.21,-1.36,-0.52,-12.94,12.94,-0.76,0.76,-12.28,-0.4,-58.57,58.57,1.09,1.09,-19.92,-0.19,-9531.93,9531.93,-156.15,156.15,5.12,-1.9,-3903.07,3903.07,-61.32,61.32,0.0
-11.83,0.5,-57.4,57.4,-34.71,34.71,-34.63,3.18,-894.87,894.87,-62.41,62.41,-21.67,0.36,-132.84,132.84,-79.08,79.08,-20.42,1.2,-148.65,148.65,-27.9,27.9,45.2,0.4,-2395.82,2395.82,-115.15,115.15,2.54,0.06,-49.28,49.28,-10.76,10.76,-0.44,-0.32,-2.56,2.56,0.0,0.0,-0.98,-0.32,-12.11,12.11,0.07,0.07,-36.1,-1.1,-80.53,80.53,-20.87,20.87,-166.62,-1.08,-9629.38,9629.38,-253.6,253.6,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-5.94,0.23,-54.16,54.16,-31.47,31.47,56.4,-1.99,-821.29,821.29,11.17,11.17,11.71,-0.35,-72.08,72.08,-18.31,18.31,28.19,-0.38,-158.15,158.15,-37.4,37.4,-962.42,-0.68,-1830.18,1830.18,450.49,450.49,-7.47,-0.08,-6.92,6.92,31.6,31.6,0.33,0.94,-2.82,2.82,-0.26,0.26,0.15,0.25,-13.47,13.47,-1.29,1.29,-10.75,0.76,-102.08,102.08,-42.42,42.42,-106.39,0.27,-10113.38,10113.38,-737.6,737.6,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-5.99,-0.33,-10.01,10.01,12.68,12.68,-27.25,-0.75,-840.2,840.2,-7.74,7.74,-6.74,-0.31,-35.35,35.35,18.41,18.41,-4.65,-0.26,-98.26,98.26,22.49,22.49,22.13,0.05,-2068.49,2068.49,212.18,212.18,2.15,0.03,-10.62,10.62,27.9,27.9,-0.1,-0.1,-2.57,2.57,-0.01,0.01,-0.12,-0.1,-13.1,13.1,-0.92,0.92,-5.38,-0.17,-50.59,50.59,9.07,9.07,-66.97,-0.19,-9324.95,9324.95,50.83,50.83,-62.79,-1.39,-3923.25,3923.25,-81.5,81.5,0.0
-13.66,-2.4,-30.04,30.04,-7.35,7.35,10.28,-0.28,-875.51,875.51,-43.05,43.05,-39.76,-2.23,-72.14,72.14,-18.38,18.38,-17.23,-2.68,-122.01,122.01,-1.26,1.26,-9.04,-0.1,-2475.5,2475.5,-194.83,194.83,-6.67,-0.17,-62.74,62.74,-24.22,24.22,-0.14,-0.16,-2.76,2.76,-0.2,0.2,-0.73,-0.26,-12.18,12.18,0.0,0.02,-8.39,-0.69,-73.5,73.5,-13.84,13.84,-24.95,-0.7,-9606.25,9606.25,-230.47,230.47,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
17.39,-1.12,-20.22,20.22,2.47,2.47,-9.68,6.72,-860.46,860.46,-28.0,28.0,51.9,-1.07,-47.0,47.0,6.77,6.77,13.91,-1.1,-110.0,110.0,10.75,10.75,50.63,0.41,-2378.22,2378.22,-97.55,97.55,17.08,0.38,-33.32,33.32,5.2,5.2,0.31,0.25,-1.97,1.97,0.59,0.59,-1.37,-0.36,-11.75,11.75,0.43,0.43,-9.93,-0.65,-71.8,71.8,-12.14,12.14,-45.46,-0.56,-9581.67,9581.67,-205.89,205.89,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-17.56,-28.08,-39.57,39.57,-16.88,16.88,14.38,-0.7,-855.6,855.6,-23.14,23.14,-32.28,-34.61,-82.38,82.38,-28.61,28.61,-14.73,-37.72,-125.89,125.89,-5.14,5.14,-98.17,-0.51,-2459.63,2459.63,-178.96,178.96,-12.61,-0.21,-46.95,46.95,-8.43,8.43,0.05,0.04,-2.31,2.31,0.25,0.25,0.04,0.02,-12.03,12.03,0.15,0.15,-17.5,-0.42,-53.06,53.06,6.6,6.6,-131.94,-0.08,-8141.58,8141.58,1234.2,1234.2,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-8.77,-1.48,-24.93,24.93,-2.24,2.24,-19.84,2.03,-878.93,878.93,-46.47,46.47,-16.62,-1.47,-55.54,55.54,-1.77,1.77,-8.08,-1.67,-114.46,114.46,6.29,6.29,17.4,0.18,-2439.89,2439.89,-159.22,159.22,2.87,0.05,-40.47,40.47,-1.95,1.95,-0.34,-0.28,-2.62,2.62,-0.06,0.06,-0.7,-0.3,-12.57,12.57,-0.39,0.39,-9.46,-0.26,-50.78,50.78,8.88,8.88,-12.62,-0.2,-9567.74,9567.74,-191.96,191.96,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
0.7,-0.06,-32.16,32.16,-9.47,9.47,2.29,-0.16,-861.48,861.48,-29.02,29.02,1.43,-0.07,-68.24,68.24,-14.47,14.47,-3.28,0.07,-158.37,158.37,-37.62,37.62,-18.17,-0.16,-2458.04,2458.04,-177.37,177.37,-5.69,-0.12,-54.96,54.96,-16.44,16.44,-0.04,-0.16,-3.29,3.29,-0.73,0.73,-0.02,-0.04,-13.72,13.72,-1.54,1.54,5.48,-11.46,-71.89,71.89,-12.23,12.23,9.43,-14.57,-9607.83,9607.83,-232.05,232.05,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-16.11,-4.44,-34.55,34.55,-11.86,11.86,20.1,3.84,-824.01,824.01,8.45,8.45,-31.67,-4.19,-74.32,74.32,-20.55,20.55,-16.7,-4.05,-123.79,123.79,-3.04,3.04,-17.74,-0.16,-2462.96,2462.96,-182.29,182.29,-16.79,-0.36,-66.15,66.15,-27.63,27.63,0.11,0.12,-2.51,2.51,0.05,0.05,0.72,0.37,-11.55,11.55,0.63,0.63,-10.21,-0.4,-62.13,62.13,-2.47,2.47,-19.98,-0.41,-9588.56,9588.56,-212.78,212.78,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
7.11,-0.75,-24.48,24.48,-1.79,1.79,-20.6,-0.87,-846.19,846.19,-13.73,13.73,24.72,-1.13,-47.36,47.36,6.4,6.4,14.49,-0.74,-116.24,116.24,4.51,4.51,19.82,0.28,-2461.23,2461.23,-180.56,180.56,-0.17,-0.0,-49.75,49.75,-11.23,11.23,-0.01,-0.02,-3.02,3.02,-0.46,0.46,0.09,0.09,-13.17,13.17,-0.99,0.99,4.11,0.89,-68.55,68.55,-8.89,8.89,23.63,0.93,-9567.88,9567.88,-192.1,192.1,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-1.81,0.45,-27.87,27.87,-5.18,5.18,38.04,3.4,-800.1,800.1,32.36,32.36,-14.14,1.27,-75.52,75.52,-21.75,21.75,-0.51,0.13,-115.68,115.68,5.07,5.07,-30.89,-0.26,-2466.28,2466.28,-185.61,185.61,-10.01,-0.25,-64.97,64.97,-26.45,26.45,0.29,0.29,-2.2,2.2,0.36,0.36,1.36,0.58,-10.52,10.52,1.66,1.66,-0.53,-0.08,-71.41,71.41,-11.75,11.75,-0.92,-0.05,-9598.25,9598.25,-222.47,222.47,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
0.0,0.0,-19.98,19.98,2.71,2.71,0.0,0.0,-854.2,854.2,-21.74,21.74,0.0,0.0,-46.78,46.78,6.99,6.99,0.0,0.0,-107.4,107.4,13.35,13.35,0.0,0.0,-2381.16,2381.16,-100.49,100.49,0.0,0.0,-30.9,30.9,7.62,7.62,0.0,0.0,-2.95,2.95,-0.39,0.39,0.0,0.0,-13.31,13.31,-1.13,1.13,0.0,0.0,-60.22,60.22,-0.56,0.56,0.0,0.0,-9545.32,9545.32,-169.54,169.54,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-3.52,-0.87,-21.53,21.53,1.16,1.16,-29.14,-1.33,-856.52,856.52,-24.06,24.06,-4.57,-0.87,-49.52,49.52,4.24,4.24,-4.28,-0.86,-110.5,110.5,10.25,10.25,179.33,0.35,-1864.36,1864.36,416.31,416.31,2.94,0.04,-10.68,10.68,27.84,27.84,-0.05,-0.06,-2.74,2.74,-0.18,0.18,-0.07,-0.07,-13.3,13.3,-1.12,1.12,-3.15,-0.16,-60.78,60.78,-1.12,1.12,-7.7,-0.19,-9584.01,9584.01,-208.23,208.23,-55.57,1.77,-3992.54,3992.54,-150.79,150.79,0.0
0.0,0.0,-6.53,7.65,16.16,16.16,0.0,0.0,-769.74,769.74,62.72,62.72,0.0,0.0,-17.07,20.97,36.69,36.69,0.0,0.0,-100.04,100.04,20.71,20.71,0.0,0.0,-2325.09,2325.09,-44.42,44.42,0.0,0.0,-48.59,48.59,-10.07,10.07,0.0,0.0,-2.11,2.11,0.45,0.45,0.0,0.0,-11.24,11.24,0.94,0.94,0.0,0.0,-38.41,38.41,21.25,21.25,0.0,0.0,-9504.03,9504.03,-128.25,128.25,0.0,0.0,-3788.19,3788.19,53.56,53.56,0.0
-4.16,1.19,-29.74,29.74,-7.05,7.05,-1.17,0.06,-869.67,869.67,-37.21,37.21,-4.75,1.23,-58.82,58.82,-5.05,5.05,-5.92,1.41,-121.34,121.34,-0.59,0.87,146.82,0.61,-2165.45,2165.45,115.22,115.22,4.9,0.06,-10.38,10.38,28.14,28.14,-0.07,-0.08,-2.74,2.74,-0.18,0.18,-0.14,-0.13,-13.29,13.29,-1.11,1.11,2.07,0.07,-46.9,46.9,12.76,12.76,-6.6,-0.05,-9496.7,9496.7,-120.92,120.92,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
4.19,-0.21,-37.99,37.99,-15.3,15.3,31.24,-13.7,-820.38,820.38,12.08,12.08,5.87,-0.13,-89.24,89.24,-35.48,35.48,80.0,-0.25,-349.03,349.03,-228.28,228.28,114.89,1.34,-2351.94,2351.94,-71.27,71.27,-0.07,-0.0,-54.92,54.92,-16.4,16.4,0.01,0.17,-3.3,3.3,-0.8,0.87,0.02,0.14,-14.05,14.05,-1.77,1.87,8.56,-0.63,-82.19,82.19,-22.53,22.53,30.4,-0.49,-9648.65,9648.65,-272.87,272.87,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-2.07,-0.53,-20.21,20.21,2.48,2.48,2.83,0.12,-822.94,822.94,9.52,9.52,-2.15,-0.42,-47.18,47.18,6.58,6.58,-3.53,-0.77,-110.17,110.17,10.58,10.58,-72.51,-0.28,-2365.3,2365.3,-84.63,84.63,-11.99,-0.15,-29.02,29.02,9.5,9.5,0.91,1.07,-1.72,1.72,0.84,0.84,1.76,1.56,-11.32,11.32,0.86,0.86,-16.89,-0.5,-60.28,60.28,-0.62,0.62,-17.55,-0.27,-9569.81,9569.81,-194.03,194.03,-82.88,-0.98,-3903.71,3903.71,-61.96,61.96,0.0
2.25,0.51,-15.4,15.4,7.29,7.29,-3.06,-0.15,-832.12,832.12,0.34,0.34,2.81,0.49,-41.64,41.64,12.12,12.12,1.59,0.35,-105.03,105.03,15.72,15.72,17.97,0.07,-2286.03,2286.03,-5.36,5.73,0.93,0.01,-17.31,17.31,21.21,21.21,0.12,0.13,-2.42,2.42,0.14,0.14,0.13,0.1,-12.83,12.83,-0.65,0.65,14.82,0.5,-33.0,33.0,26.66,26.66,48.34,0.61,-9489.33,9489.33,-113.55,113.55,72.89,-4.86,-3847.59,3847.59,-5.84,5.84,0.0
-16.2,-3.34,-33.42,33.42,-10.73,10.73,-53.11,-3.15,-885.61,885.61,-53.15,53.15,-39.39,-5.87,-82.88,82.88,-29.12,29.12,-31.42,-4.39,-135.48,135.48,-14.73,14.73,-6.19,-0.03,-2318.93,2318.93,-38.26,38.26,1.31,0.02,-26.62,26.62,11.9,11.9,-0.21,-0.31,-3.03,3.03,-0.47,0.47,-0.45,-0.4,-13.53,13.53,-1.35,1.35,-16.39,-1.43,-82.2,82.2,-22.54,22.54,-281.91,-1.38,-9694.11,9694.11,-318.33,318.33,9.02,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-10.61,0.83,-45.48,45.48,-22.79,22.79,-7.48,-0.28,-829.63,829.63,2.83,2.83,-28.38,1.24,-101.5,101.5,-47.74,47.74,-6.23,0.62,-127.48,127.48,-6.73,6.73,-41.37,-0.23,-2416.48,2416.48,-135.81,135.81,-12.95,-0.25,-57.17,57.17,-18.65,18.65,0.16,0.12,-2.06,2.06,0.5,0.5,0.87,0.38,-11.06,11.06,1.12,1.12,-10.14,-9.66,-86.35,86.35,-26.69,26.69,-52.84,-10.46,-9664.84,9664.84,-289.06,289.06,-30.79,-0.83,-3899.3,3899.3,-57.55,57.55,0.0
14.06,-1.52,-17.26,17.26,5.43,5.43,-25.65,-1.83,-860.98,860.98,-28.52,28.52,32.74,-1.66,-37.16,37.16,16.61,16.61,23.64,-1.59,-102.43,102.43,18.32,18.32,0.0,0.0,-2503.43,2503.43,-222.76,222.76,3.47,0.12,-63.22,63.22,-24.7,24.7,-0.07,-0.11,-2.95,2.95,-0.39,0.39,-0.22,-0.11,-12.43,12.43,-0.25,0.25,12.24,1.16,-54.51,54.51,5.15,5.15,227.93,0.62,-9018.57,9018.57,357.21,357.21,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-25.57,-0.71,-11.5,11.5,11.19,11.19,-4.18,-0.19,-831.24,831.24,1.22,1.22,-31.41,-0.71,-37.53,37.53,16.23,16.23,-9.28,-0.39,-96.53,96.53,24.22,24.22,42.49,0.11,-2138.27,2138.27,142.4,142.4,3.61,0.04,-10.05,10.05,28.47,28.47,-0.79,-0.52,-2.78,2.78,-0.22,0.22,-1.0,-0.54,-13.37,13.37,-1.19,1.19,-28.71,-0.55,-54.07,54.07,5.59,5.59,-292.83,-0.8,-9542.62,9542.62,-166.84,166.84,-30.2,-1.13,-3908.88,3908.88,-67.13,67.13,0.0
-5.83,-2.86,-25.86,25.86,-3.17,3.17,-17.46,1.3,-880.23,880.23,-47.77,47.77,-14.5,-2.91,-59.72,59.72,-5.96,5.96,-22.86,-3.71,-127.9,127.9,-7.15,7.15,-1.75,-0.03,-2485.72,2485.72,-205.05,205.05,-4.59,-0.11,-58.07,58.07,-19.55,19.55,-0.1,-0.3,-3.27,3.27,-0.71,0.71,-0.24,-0.3,-13.64,13.64,-1.46,1.46,-5.6,-0.55,-72.73,72.73,-13.07,13.07,-11.11,-0.57,-9608.6,9608.6,-232.82,232.82,-128.68,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-21.65,-2.21,-33.91,33.91,-11.22,11.22,-84.46,-1.92,-889.85,889.85,-57.39,57.39,-26.4,-2.22,-64.69,64.69,-10.93,10.93,-37.22,-3.02,-136.12,136.12,-15.37,15.37,-100.68,-0.19,-2137.15,2137.15,143.52,143.52,-2.34,-0.03,-15.15,15.15,23.37,23.37,-0.32,-0.4,-3.02,3.02,-0.46,0.46,-0.39,-0.4,-13.63,13.63,-1.45,1.45,-14.21,-0.36,-52.49,52.49,7.17,7.17,-594.81,-0.4,-8710.86,8710.86,664.92,664.92,-17.4,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
