,회계년도,총자본순이익률_차이,총자본순이익률_비율,총자본순이익률_상위10개_차이,총자본순이익률_상위10개_변동성,총자본순이익률_산업평균_차이,총자본순이익률_산업평균_변동성,매출액증가율_차이,매출액증가율_비율,매출액증가율_상위10개_차이,매출액증가율_상위10개_변동성,매출액증가율_산업평균_차이,매출액증가율_산업평균_변동성,자기자본순이익률_차이,자기자본순이익률_비율,자기자본순이익률_상위10개_차이,자기자본순이익률_상위10개_변동성,자기자본순이익률_산업평균_차이,자기자본순이익률_산업평균_변동성,매출액순이익률_차이,매출액순이익률_비율,매출액순이익률_상위10개_차이,매출액순이익률_상위10개_변동성,매출액순이익률_산업평균_차이,매출액순이익률_산업평균_변동성,유동비율_차이,유동비율_비율,유동비율_상위10개_차이,유동비율_상위10개_변동성,유동비율_산업평균_차이,유동비율_산업평균_변동성,자기자본구성비율_차이,자기자본구성비율_비율,자기자본구성비율_상위10개_차이,자기자본구성비율_상위10개_변동성,자기자본구성비율_산업평균_차이,자기자본구성비율_산업평균_변동성,총자본회전률_차이,총자본회전률_비율,총자본회전률_상위10개_차이,총자본회전률_상위10개_변동성,총자본회전률_산업평균_차이,총자본회전률_산업평균_변동성,자기자본회전률_차이,자기자본회전률_비율,자기자본회전률_상위10개_차이,자기자본회전률_상위10개_변동성,자기자본회전률_산업평균_차이,자기자본회전률_산업평균_변동성,총자본투자효율_차이,총자본투자효율_비율,총자본투자효율_상위10개_차이,총자본투자효율_상위10개_변동성,총자본투자효율_산업평균_차이,총자본투자효율_산업평균_변동성,설비투자효율_차이,설비투자효율_비율,설비투자효율_상위10개_차이,설비투자효율_상위10개_변동성,설비투자효율_산업평균_차이,설비투자효율_산업평균_변동성,순이익증가율_차이,순이익증가율_비율,순이익증가율_상위10개_차이,순이익증가율_상위10개_변동성,순이익증가율_산업평균_차이,순이익증가율_산업평균_변동성,label
6123,2015-12-01,5.15,3.32,-43.57,43.57,6.59,6.59,13.74,-32.72,-477.54,477.54,2.89,2.89,7.81,3.44,-72.03,72.03,13.37,13.37,7.68,3.04,-142.92,142.92,18.7,18.7,65.46,0.32,-3926.67,3926.67,-36.3,36.3,3.82,0.06,-31.87,31.87,5.01,5.01,0.05,0.08,-2.3,2.3,-0.21,0.21,0.06,0.06,-9.35,9.35,-0.74,0.74,5.86,0.35,-60.45,60.45,5.19,5.19,31.04,0.74,-225350.55,225350.55,-2678.74,2678.74,372.55,11706.0,-2734.38,2734.38,316.73,316.73,0.0
6124,2016-12-01,2.25,0.34,-33.69,33.69,9.7,9.7,-21.57,-1.58,-439.97,439.97,-20.86,20.86,5.07,0.5,-61.34,61.34,18.65,18.65,6.78,0.66,-77.21,77.21,28.9,28.9,-94.55,-0.35,-4020.09,4020.09,-138.31,138.31,-5.52,-0.09,-37.28,37.28,-0.61,0.61,-0.13,-0.2,-2.27,2.27,-0.32,0.32,-0.19,-0.18,-7.48,7.48,-0.85,0.85,-1.76,-0.08,-76.62,76.62,4.43,4.43,12.97,0.18,-11626.63,11626.63,251.03,251.03,-303.11,-0.81,-3742.24,3742.24,10.98,10.98,0.0
6125,2017-12-01,-6.48,-0.72,-74.55,74.55,3.18,3.18,13.13,-1.65,-809.82,809.82,-14.66,14.66,-11.16,-0.74,-93.92,93.92,7.91,7.91,-12.07,-0.71,-552.53,552.53,13.02,13.02,-15.12,-0.09,-3216.64,3216.64,-139.31,139.31,0.48,0.01,-36.99,36.99,-0.33,0.33,-0.03,-0.06,-2.72,2.72,-0.34,0.34,-0.01,-0.01,-7.99,7.99,-0.86,0.86,-5.48,-0.26,-105.47,105.47,-1.18,1.18,-55.48,-0.64,-189871.33,189871.33,-2050.57,2050.57,-141.34,-2.04,-1549.45,1549.45,-105.18,105.18,0.0
6126,2018-12-01,2.87,1.16,-30.66,30.66,6.02,6.02,6.86,1.32,-450.92,450.92,1.08,1.08,4.73,1.19,-49.93,49.93,14.33,14.33,4.65,0.95,-112.52,112.52,20.52,20.52,25.0,0.16,-6149.61,6149.61,-141.71,141.71,3.65,0.06,-33.56,33.56,3.66,3.66,0.06,0.12,-2.43,2.43,-0.26,0.26,0.07,0.08,-9.47,9.47,-0.74,0.74,4.14,0.27,-72.61,72.61,2.94,2.94,12.83,0.42,-55006.56,55006.56,-612.99,612.99,199.88,-2.78,-2249.81,2249.81,87.25,87.25,0.0
6127,2019-12-01,0.34,0.06,-39.42,39.42,7.22,7.22,-0.47,-0.04,-751.75,751.75,-2.83,2.83,0.44,0.05,-61.49,61.49,17.58,17.58,-0.1,-0.01,-119.64,119.64,32.47,32.47,-30.41,-0.16,-15843.91,15843.91,-250.81,250.81,-1.22,-0.02,-35.23,35.23,3.38,3.38,0.04,0.07,-2.67,2.67,-0.19,0.19,0.05,0.05,-9.65,9.65,-0.66,0.66,1.42,0.07,-91.34,91.34,5.52,5.52,6.34,0.15,-10755.63,10755.63,41.03,41.03,-116.9,-0.91,-3837.02,3837.02,-40.02,40.02,0.0
6128,2020-12-01,-7.65,-1.35,-55.8,55.8,0.11,0.14,-31.91,-2.76,-16375.36,16375.36,-159.04,159.04,-12.43,-1.36,-101.66,101.66,3.98,3.98,-13.79,-1.46,-232.63,232.63,66.18,66.18,-32.36,-0.21,-3647.53,3647.53,-178.67,178.67,-7.7,-0.12,-42.47,42.47,-5.41,5.41,-0.14,-0.23,-2.8,2.8,-0.28,0.28,-0.18,-0.19,-26.04,26.04,-0.86,0.86,-7.87,-0.38,-81.04,81.04,-1.43,1.43,-21.01,-0.42,-121053.04,121053.04,64434.89,64434.89,-11.08,-1.0,-27419.62,27419.62,-254.18,254.18,0.0
6129,2019-12-01,0.0,0.0,-90.84,90.84,-44.2,44.2,0.0,0.0,-777.7,777.7,-28.78,28.78,0.0,0.0,-138.11,138.11,-59.04,59.04,0.0,0.0,-165.39,165.39,-13.28,13.28,0.0,0.0,-15854.34,15854.34,-261.24,261.24,0.0,0.0,-49.61,49.61,-11.0,11.0,0.0,0.0,-2.01,2.01,0.47,0.47,0.0,0.0,-8.75,8.75,0.24,0.24,0.0,0.0,-144.04,144.04,-47.18,47.18,0.0,0.0,-11247.05,11247.05,-450.39,450.39,0.0,0.0,-3848.1,3848.1,-51.1,51.1,0.0
6130,2020-12-01,35.51,-0.78,-64.06,64.06,-8.15,8.15,17.82,-1.24,-16351.58,16351.58,-135.26,135.26,51.0,-0.76,-114.86,114.86,-9.21,9.21,19.96,-0.55,-244.63,244.63,54.18,54.18,98.45,0.68,-3527.15,3527.15,-58.29,58.29,29.58,0.62,-19.57,19.57,17.49,17.49,-0.63,-0.5,-2.63,2.63,-0.11,0.11,-0.85,-0.46,-25.81,25.81,-0.63,0.63,27.33,-0.86,-98.54,98.54,-18.93,18.93,355.49,-0.81,-121167.96,121167.96,64319.97,64319.97,0.0,0.0,-27419.62,27419.62,-254.18,254.18,0.0
6131,2018-12-01,0.0,0.0,-36.2,36.2,0.48,0.48,0.0,0.0,-476.72,476.72,-24.72,24.72,0.0,0.0,-58.95,58.95,5.31,5.31,0.0,0.0,-122.38,122.38,10.66,10.66,0.0,0.0,-6184.11,6184.11,-176.21,176.21,0.0,0.0,-30.1,30.1,7.12,7.12,0.0,0.0,-2.28,2.28,-0.11,0.11,0.0,0.0,-9.31,9.31,-0.58,0.58,0.0,0.0,-75.04,75.04,0.51,0.51,0.0,0.0,-55001.22,55001.22,-607.65,607.65,0.0,0.0,-2377.79,2377.79,-40.73,40.73,0.0
6132,2019-12-01,-8.17,14.47,-53.47,53.47,-6.83,6.83,20.5,-1.49,-756.58,756.58,-7.66,7.66,-11.72,18.24,-82.67,82.67,-3.6,3.6,-20.02,20.78,-149.42,149.42,2.69,2.69,241.26,1.6,-15606.74,15606.74,-13.64,13.64,3.81,0.06,-26.74,26.74,11.87,11.87,-0.3,-0.42,-2.86,2.86,-0.38,0.38,-0.48,-0.45,-10.02,10.02,-1.03,1.03,-13.73,-0.81,-108.92,108.92,-12.06,12.06,-24.0,-0.49,-10780.63,10780.63,16.03,16.03,0.0,0.0,-3848.1,3848.1,-51.1,51.1,0.0
6133,2020-12-01,-45.1,5.39,-107.3,107.3,-51.39,51.39,38.29,5.68,-16309.99,16309.99,-93.67,93.67,-68.74,5.72,-179.16,179.16,-73.51,73.51,-84.06,4.14,-332.68,332.68,-33.87,33.87,-283.21,-0.72,-3661.21,3661.21,-192.35,192.35,-11.86,-0.17,-38.14,38.14,-1.08,1.08,0.1,0.24,-2.75,2.75,-0.23,0.23,0.18,0.31,-26.05,26.05,-0.87,0.87,-51.9,-11.46,-147.45,147.64,-65.64,70.68,-306.82,-12.35,-121363.85,121363.85,64124.08,64124.08,0.0,0.0,-27419.62,27419.62,-254.18,254.18,0.0
6134,2017-12-01,0.0,0.0,-60.88,60.88,16.85,16.85,0.0,0.0,-746.42,746.42,48.74,48.74,0.0,0.0,-70.52,70.52,31.31,31.31,0.0,0.0,-545.48,545.48,20.07,20.07,0.0,0.0,-3161.99,3161.99,-84.66,84.66,0.0,0.0,-36.5,36.5,0.16,0.33,0.0,0.0,-1.87,1.87,0.51,0.51,0.0,0.0,-6.59,6.59,0.54,0.54,0.0,0.0,-77.16,77.16,27.13,27.13,0.0,0.0,-189694.63,189694.63,-1873.87,1873.87,0.0,0.0,-1352.73,1352.73,91.54,91.54,0.0
6135,2018-12-01,3.14,0.19,-16.72,16.72,19.96,19.96,-53.22,-0.78,-447.6,447.6,4.4,4.4,3.9,0.14,-27.36,27.36,36.9,36.9,1.6,0.13,-108.52,108.52,24.52,24.52,11.18,0.05,-6108.78,6108.78,-100.88,100.88,6.48,0.11,-30.24,30.24,6.98,6.98,0.07,0.05,-1.57,1.57,0.6,0.6,-0.01,-0.0,-8.15,8.15,0.58,0.58,0.59,0.01,-47.85,47.85,27.7,27.7,-11.35,-0.05,-54854.04,54854.04,-460.47,460.47,-93.6,-0.75,-2346.57,2346.57,-9.51,9.51,0.0
6136,2019-12-01,-5.72,-0.3,-31.54,31.54,15.1,15.1,-4.28,-0.28,-752.24,752.24,-3.32,3.32,-9.93,-0.32,-49.29,49.29,29.78,29.78,-3.32,-0.24,-118.86,118.86,33.25,33.25,-16.9,-0.07,-15789.57,15789.57,-196.47,196.47,-0.71,-0.01,-31.4,31.4,7.21,7.21,-0.1,-0.07,-1.95,1.95,0.53,0.53,-0.23,-0.1,-8.61,8.61,0.38,0.38,-6.17,-0.14,-74.17,74.17,22.69,22.69,-21.14,-0.11,-10630.59,10630.59,166.07,166.07,-46.75,-1.5,-3863.64,3863.64,-66.63,66.63,0.0
6137,2020-12-01,2.23,0.16,-38.04,38.04,17.87,17.87,0.33,0.03,-16343.61,16343.61,-127.29,127.29,4.3,0.2,-72.74,72.74,32.91,32.91,3.66,0.36,-214.4,214.4,84.41,84.41,5.19,0.02,-3555.64,3555.64,-86.78,86.78,-7.54,-0.11,-38.48,38.48,-1.42,1.42,-0.19,-0.14,-2.13,2.13,0.39,0.39,-0.16,-0.08,-24.98,24.98,0.2,0.2,-3.19,-0.08,-59.19,59.19,20.42,20.42,47.48,0.27,-120859.51,120859.51,64628.42,64628.42,61.01,-3.93,-27374.14,27374.14,-208.7,208.7,0.0
6138,2012-12-01,-9.54,-0.71,-27.05,27.05,3.85,3.85,-0.39,-0.02,-156.19,156.19,11.11,11.11,-31.48,-0.81,-63.74,63.74,151.08,151.08,1.39,0.35,-62.1,62.1,25.59,25.59,53.7,0.47,-2509.67,2509.67,-111.29,111.29,7.73,0.18,-45.7,45.7,-7.43,7.43,-0.88,-0.75,-2.79,2.79,-0.18,0.18,-2.81,-0.82,-12.6,12.6,-0.52,0.52,-48.27,-0.65,-51.16,51.16,9.65,9.65,-1446.67,-0.95,-25152.02,25152.02,-332.86,332.86,39.34,11706.0,-902.1,902.1,14.28,14.28,0.0
6139,2013-12-01,7.2,1.86,-10.99,10.99,11.7,11.7,-3.06,-0.15,-832.61,832.61,-0.15,0.31,7.62,1.01,-35.03,35.03,18.73,18.73,9.13,1.72,-96.77,96.77,23.98,23.98,4.18,0.02,-2381.12,2381.12,-100.45,100.45,10.65,0.21,-34.93,34.93,3.59,3.59,0.04,0.05,-2.73,2.73,-0.17,0.17,-0.2,-0.14,-12.95,12.95,-0.77,0.77,7.83,0.3,-43.42,43.42,16.24,16.24,17.29,0.23,-9524.0,9524.0,-148.22,148.22,121.38,3.09,-3744.77,3744.77,96.98,96.98,0.0
6140,2014-12-01,-0.45,-0.04,-21.94,21.94,11.54,11.54,-1.46,-0.09,-233.96,233.96,8.98,8.98,0.48,0.03,-43.96,43.96,21.59,21.59,-1.01,-0.07,-103.72,103.72,32.27,32.27,94.11,0.55,-210779.99,210779.99,-2561.82,2561.82,13.28,0.22,-21.6,21.6,15.54,15.54,0.02,0.03,-2.23,2.23,-0.1,0.1,-0.1,-0.08,-10.1,10.1,-0.71,0.71,-2.09,-0.06,-54.93,54.93,14.64,14.64,15.95,0.17,-11227.62,11227.62,-81.46,81.46,-140.3,-0.87,-646097.37,646097.37,-7910.95,7910.95,0.0
6141,2015-12-01,3.62,0.34,-36.02,36.02,14.14,14.14,19.1,1.25,-456.79,456.79,23.64,23.64,4.47,0.29,-61.99,61.99,23.41,23.41,3.1,0.23,-136.6,136.6,25.02,25.02,5.5,0.02,-3924.93,3924.93,-34.56,34.56,2.18,0.03,-20.46,20.46,16.42,16.42,0.07,0.09,-2.1,2.1,-0.01,0.01,-0.01,-0.01,-9.24,9.24,-0.63,0.63,0.75,0.02,-50.52,50.52,15.12,15.12,25.66,0.24,-225289.08,225289.08,-2617.27,2617.27,34.29,1.68,-3052.22,3052.22,-1.11,3.16,0.0
6142,2016-12-01,47.16,7.48,-3.72,78.16,26.43,62.28,-67.55,-1.97,-465.2,465.2,-46.09,46.09,113.45,9.47,-7.86,134.11,161.72,171.95,208.79,18.44,-21.27,227.22,96.24,333.33,-27.19,-0.1,-3950.99,3950.99,-69.21,69.21,5.29,0.07,-15.06,15.06,21.61,21.61,-0.48,-0.56,-2.42,2.42,-0.47,0.47,-0.68,-0.59,-7.85,7.85,-1.23,1.23,-21.3,-0.66,-86.23,86.23,-5.18,5.18,-58.93,-0.44,-11637.06,11637.06,240.6,240.6,876.91,26.22,-2322.52,2322.52,823.22,1430.7,0.0
6143,2017-12-01,-45.64,-0.93,-68.61,68.61,9.12,9.12,131.91,-3.98,-716.27,716.27,78.89,78.89,-106.73,-0.96,-90.22,90.22,11.61,11.61,-198.36,-0.95,-542.45,542.45,23.1,23.1,6.18,0.03,-3126.24,3126.24,-48.91,48.91,0.09,0.0,-15.16,15.16,21.5,21.5,0.18,0.47,-2.66,2.66,-0.28,0.28,0.22,0.47,-8.14,8.14,-1.01,1.01,13.3,1.19,-96.3,96.3,7.99,7.99,56.03,0.74,-189770.25,189770.25,-1949.49,1949.49,-784.47,-1.06,-1572.61,1572.61,-128.34,128.34,0.0
6144,2018-12-01,1.12,0.13,-26.47,26.47,10.21,10.21,-82.34,-0.83,-446.57,446.57,5.43,5.43,0.53,0.07,-50.43,50.43,13.83,13.83,1.05,0.07,-106.04,106.04,27.0,27.0,-27.4,-0.11,-6111.61,6111.61,-103.71,103.71,-1.52,-0.02,-16.9,16.9,20.32,20.32,0.03,0.05,-2.4,2.4,-0.23,0.23,0.05,0.07,-9.64,9.64,-0.91,0.91,0.68,0.03,-66.9,66.9,8.65,8.65,1.36,0.01,-54916.95,54916.95,-523.38,523.38,108.81,-1.14,-2364.04,2364.04,-26.98,26.98,0.0
6145,2019-12-01,-1.42,-0.15,-36.99,36.99,9.65,9.65,2.29,0.14,-744.64,744.64,4.28,4.28,-1.02,-0.12,-63.45,63.45,15.62,15.62,-3.29,-0.2,-116.35,116.35,35.76,35.76,-19.44,-0.09,-15794.94,15794.94,-201.84,201.84,-1.66,-0.02,-19.01,19.01,19.6,19.6,0.05,0.08,-2.63,2.63,-0.15,0.15,0.06,0.08,-9.81,9.81,-0.82,0.82,-2.91,-0.12,-89.96,89.96,6.9,6.9,-22.87,-0.17,-10695.23,10695.23,101.43,101.43,-21.53,-1.57,-3855.88,3855.88,-58.88,58.88,0.0
6146,2020-12-01,2.66,0.33,-43.06,43.06,12.85,12.85,-2.3,-0.12,-16338.64,16338.64,-122.32,122.32,3.59,0.5,-87.61,87.61,18.04,18.04,4.65,0.36,-210.9,210.9,87.91,87.91,-23.5,-0.12,-3589.7,3589.7,-120.84,120.84,-9.33,-0.12,-27.88,27.88,9.18,9.18,-0.02,-0.03,-2.64,2.64,-0.12,0.12,0.05,0.06,-25.97,25.97,-0.79,0.79,-4.68,-0.21,-76.47,76.47,3.14,3.14,-15.04,-0.14,-120986.67,120986.67,64501.26,64501.26,67.95,-8.73,-27359.46,27359.46,-194.01,194.01,0.0
6147,2012-12-01,-5.45,-0.58,-27.01,27.01,3.89,3.89,-62.24,-1.36,-192.37,192.37,-25.07,25.07,-10.51,-0.55,-62.79,62.79,152.03,152.03,-2.63,-0.4,-63.5,63.5,24.19,24.19,33.54,0.19,-2469.98,2469.98,-71.6,71.6,2.83,0.06,-48.21,48.21,-9.94,9.94,-0.43,-0.3,-2.52,2.52,0.09,0.09,-0.73,-0.25,-11.89,11.89,0.2,0.2,-0.73,-0.04,-58.42,58.42,2.39,2.39,-9.16,-0.2,-25191.32,25191.32,-372.16,372.16,-72.5,-3.23,-991.48,991.48,-75.1,75.1,0.0
6148,2013-12-01,-0.17,-0.04,-18.32,18.32,4.37,4.37,3.7,-0.23,-862.03,862.03,-29.57,29.57,-1.07,-0.13,-42.78,42.78,10.99,10.99,0.22,0.06,-107.08,107.08,13.67,13.67,-46.74,-0.23,-2392.35,2392.35,-111.68,111.68,5.98,0.13,-42.11,42.11,-3.59,3.59,-0.09,-0.09,-2.59,2.59,-0.03,0.03,-0.38,-0.17,-12.41,12.41,-0.23,0.23,0.91,0.05,-57.6,57.6,2.06,2.06,1.65,0.05,-9578.94,9578.94,-203.16,203.16,42.36,-0.85,-3913.17,3913.17,-71.42,71.42,0.0
6149,2014-12-01,-1.7,-0.45,-30.52,30.52,2.96,2.96,5.36,-0.42,-256.56,256.56,-13.62,13.62,-3.76,-0.51,-55.94,55.94,9.61,9.61,-1.84,-0.45,-114.86,114.86,21.13,21.13,83.41,0.52,-210801.92,210801.92,-2583.75,2583.75,4.49,0.08,-37.57,37.57,-0.43,0.43,-0.01,-0.01,-2.12,2.12,0.01,0.01,-0.19,-0.11,-9.65,9.65,-0.26,0.26,-0.9,-0.05,-67.92,67.92,1.65,1.65,-1.17,-0.03,-11299.68,11299.68,-153.52,153.52,-41.01,5.34,-646159.53,646159.59,-7973.11,7975.0,0.0
6150,2015-12-01,-0.2,-0.1,-48.42,48.42,1.74,1.74,-4.58,0.62,-503.07,503.07,-22.64,22.64,-0.63,-0.17,-79.07,79.07,6.33,6.33,-0.1,-0.04,-150.94,150.94,10.68,10.68,-61.5,-0.25,-4013.86,4013.86,-123.49,123.49,5.76,0.1,-32.85,32.85,4.03,4.03,-0.06,-0.07,-2.12,2.12,-0.03,0.03,-0.22,-0.14,-9.0,9.0,-0.39,0.39,0.38,0.02,-63.88,63.88,1.76,1.76,1.74,0.05,-225385.06,225385.06,-2713.25,2713.25,33.14,-0.68,-3122.48,3122.48,-71.37,71.37,0.0
6151,2016-12-01,3.21,1.74,-37.58,37.58,5.81,5.81,9.4,-0.79,-434.53,434.53,-15.42,15.42,4.46,1.47,-68.99,68.99,11.0,11.0,3.58,1.63,-88.43,88.43,17.68,17.68,-20.81,-0.11,-4033.54,4033.54,-151.76,151.76,7.76,0.12,-24.98,24.98,11.69,11.69,0.04,0.05,-1.92,1.92,0.03,0.03,-0.09,-0.06,-7.02,7.02,-0.4,0.4,4.09,0.21,-74.2,74.2,6.85,6.85,10.32,0.27,-11663.79,11663.79,213.87,213.87,172.13,-11.07,-3655.1,3655.1,98.12,98.12,0.0
6152,2017-12-01,4.37,0.86,-67.59,67.59,10.14,10.14,48.57,-19.35,-768.94,768.94,26.22,26.22,5.75,0.77,-84.66,84.66,17.17,17.17,1.82,0.32,-549.86,549.86,15.69,15.69,16.77,0.1,-3198.2,3198.2,-120.87,120.87,-0.75,-0.01,-25.92,25.92,10.74,10.74,0.36,0.41,-1.98,1.98,0.4,0.4,0.45,0.35,-7.08,7.08,0.05,0.05,3.36,0.14,-94.21,94.21,10.08,10.08,21.73,0.44,-189831.28,189831.28,-2010.52,2010.52,-64.44,-0.41,-1385.41,1385.41,58.86,58.86,0.0
6153,2018-12-01,0.57,0.06,-26.0,26.0,10.68,10.68,-17.26,-0.37,-434.16,434.16,17.84,17.84,0.98,0.07,-44.42,44.42,19.84,19.84,-0.54,-0.07,-115.04,115.04,18.0,18.0,38.78,0.22,-6117.39,6117.39,-109.49,109.49,-1.01,-0.01,-27.15,27.15,10.07,10.07,0.18,0.15,-1.57,1.57,0.6,0.6,0.27,0.15,-8.36,8.36,0.37,0.37,0.5,0.02,-64.99,64.99,10.56,10.56,12.67,0.18,-54966.67,54966.67,-573.1,573.1,-72.52,-0.79,-2358.17,2358.17,-21.11,21.11,0.0
6154,2019-12-01,-2.25,-0.22,-37.35,37.35,9.29,9.29,-40.27,-1.4,-774.79,774.79,-25.87,25.87,-3.39,-0.24,-59.81,59.81,19.26,19.26,-0.35,-0.05,-122.41,122.41,29.7,29.7,2.94,0.01,-15778.34,15778.34,-185.24,185.24,3.27,0.05,-24.33,24.33,14.28,14.28,-0.26,-0.18,-2.11,2.11,0.37,0.37,-0.4,-0.2,-8.99,8.99,-0.0,0.02,-2.7,-0.1,-87.84,87.84,9.02,9.02,-1.32,-0.02,-10723.4,10723.4,73.26,73.26,-35.42,-1.81,-3863.9,3863.9,-66.9,66.9,0.0
6155,2020-12-01,3.95,0.51,-42.14,42.14,13.78,13.78,25.48,-2.22,-16341.01,16341.01,-124.69,124.69,5.77,0.53,-81.79,81.79,23.86,23.86,3.17,0.47,-218.44,218.44,80.37,80.37,37.91,0.17,-3511.69,3511.69,-42.83,42.83,-4.87,-0.07,-28.74,28.74,8.32,8.32,0.03,0.03,-2.07,2.07,0.45,0.45,0.06,0.04,-25.14,25.14,0.04,0.04,1.74,0.07,-67.93,67.93,11.68,11.68,29.72,0.36,-120970.08,120970.08,64517.85,64517.85,83.65,-5.29,-27351.78,27351.78,-186.33,186.33,0.0
6156,2016-12-01,0.0,0.0,-37.93,37.93,5.46,5.46,0.0,0.0,-427.63,427.63,-8.52,8.52,0.0,0.0,-70.89,70.89,9.1,9.1,0.0,0.0,-86.11,86.11,20.0,20.0,0.0,0.0,-3976.58,3976.58,-94.8,94.8,0.0,0.0,-13.64,13.64,23.03,23.03,0.0,0.0,-2.22,2.22,-0.27,0.27,0.0,0.0,-7.64,7.64,-1.01,1.01,0.0,0.0,-76.4,76.4,4.65,4.65,0.0,0.0,-11670.34,11670.34,207.32,207.32,0.0,0.0,-3860.98,3860.98,-107.76,107.76,0.0
6157,2017-12-01,-0.89,-0.19,-73.2,73.2,4.53,4.53,4.12,0.94,-806.49,806.49,-11.33,11.33,-0.96,-0.17,-93.27,93.27,8.56,8.56,-2.26,-0.28,-551.62,551.62,13.93,13.93,50.32,0.23,-3107.69,3107.69,-30.36,30.36,-1.15,-0.01,-14.98,14.98,21.68,21.68,0.07,0.12,-2.57,2.57,-0.19,0.19,0.11,0.16,-8.03,8.03,-0.9,0.9,0.34,0.02,-99.43,99.43,4.86,4.86,2.67,0.06,-189856.89,189856.89,-2036.13,2036.13,27.56,-0.56,-1499.29,1499.29,-55.02,55.02,0.0
6158,2018-12-01,-0.19,-0.05,-32.37,32.37,4.31,4.31,-2.38,-0.28,-456.83,456.83,-4.83,4.83,0.07,0.02,-53.94,53.94,10.32,10.32,-0.04,-0.01,-116.3,116.3,16.74,16.74,-103.47,-0.38,-6169.13,6169.13,-161.23,161.23,-8.77,-0.11,-23.97,23.97,13.25,13.25,-0.02,-0.03,-2.36,2.36,-0.19,0.19,0.01,0.01,-9.57,9.57,-0.84,0.84,-1.91,-0.09,-72.62,72.62,2.93,2.93,4.51,0.1,-55000.44,55000.44,-606.87,606.87,27.13,-1.25,-2372.4,2372.4,-35.34,35.34,0.0
6159,2019-12-01,2.57,0.71,-38.9,38.9,7.74,7.74,6.71,1.09,-750.48,750.48,-1.56,1.56,3.86,0.82,-62.08,62.08,16.99,16.99,4.07,0.7,-119.25,119.25,32.86,32.86,-4.79,-0.03,-15837.81,15837.81,-244.71,244.71,-1.24,-0.02,-25.66,25.66,12.95,12.95,0.0,0.0,-2.64,2.64,-0.16,0.16,0.06,0.07,-9.74,9.74,-0.75,0.75,3.51,0.18,-89.26,89.26,7.6,7.6,13.55,0.27,-10742.3,10742.3,54.36,54.36,86.7,16.09,-3756.02,3756.02,40.99,40.99,0.0
6160,2020-12-01,-1.9,-0.31,-49.54,49.54,6.38,6.38,-19.08,-1.49,-16361.26,16361.26,-144.94,144.94,-2.45,-0.29,-92.28,92.28,13.37,13.37,-2.11,-0.21,-220.56,220.56,78.25,78.25,17.09,0.11,-3591.98,3591.98,-123.12,123.12,2.6,0.04,-22.6,22.6,14.46,14.46,-0.08,-0.13,-2.71,2.71,-0.19,0.19,-0.11,-0.13,-26.06,26.06,-0.88,0.88,-1.59,-0.07,-72.68,72.68,6.93,6.93,-7.53,-0.12,-121026.23,121026.23,64461.7,64461.7,-115.52,-1.25,-27443.06,27443.06,-277.61,277.61,0.0
6161,2012-12-01,-0.89,-0.13,-25.17,25.17,5.73,5.73,23.42,-1.48,-168.35,168.35,-1.05,1.05,-4.26,-0.32,-62.06,62.06,152.76,152.76,-0.44,-0.07,-61.63,61.63,26.06,26.06,6.07,0.03,-2486.27,2486.27,-87.89,87.89,1.66,0.03,-32.63,32.63,5.64,5.64,-0.07,-0.07,-2.52,2.52,0.09,0.09,-0.57,-0.26,-12.47,12.47,-0.38,0.38,-2.19,-0.16,-65.71,65.71,-4.9,4.9,-48.79,-0.5,-25178.27,25178.27,-359.11,359.11,0.0,0.0,-941.44,941.44,-25.06,25.06,0.0
6162,2013-12-01,-4.75,-0.82,-21.06,21.06,1.63,1.63,-4.7,-0.62,-846.41,846.41,-13.95,13.95,-6.95,-0.75,-47.92,47.92,5.84,5.84,-4.91,-0.85,-110.34,110.34,10.41,10.41,-40.13,-0.21,-2402.03,2402.03,-121.36,121.36,-18.81,-0.3,-51.32,51.32,-12.8,12.8,0.16,0.16,-2.34,2.34,0.22,0.22,1.01,0.63,-11.6,11.6,0.58,0.58,41.47,3.62,-24.33,24.33,35.33,35.33,871.27,17.6,-8696.27,8696.27,679.51,679.51,26.81,11706.0,-3878.68,3878.68,-36.93,36.93,0.0
6163,2014-12-01,-11.06,-10.95,-42.62,42.62,-9.14,9.14,-12.28,-4.19,-258.58,258.58,-15.64,15.64,-34.58,-15.17,-91.91,91.91,-26.36,26.36,-11.16,-12.83,-127.44,127.44,8.55,8.55,-4.16,-0.03,-210899.17,210899.17,-2681.0,2681.0,-13.23,-0.3,-64.5,64.5,-27.36,27.36,-0.18,-0.16,-2.04,2.04,0.09,0.09,0.53,0.2,-8.12,8.12,1.27,1.27,-11.68,-0.22,-45.43,45.43,24.14,24.14,-144.5,-0.16,-10560.34,10560.34,585.82,585.82,-26.81,-1.0,-646117.79,646117.79,-7931.37,7931.37,0.0
